siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
6,板橋,8,總碳氫化物,THC,ppm,202502,2.2
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
6,板橋,10,風速,WIND_SPEED,m/sec,202502,1.8
6,板橋,14,溫度,AMB_TEMP,℃,202502,16.6
6,板橋,31,甲烷,CH4,ppm,202502,2.11
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,202502,13
6,板橋,38,相對濕度,RH,%,202502,81
6,板橋,143,小時風速值,WS_HR,m/sec,202502,1.4
7,新莊,1,二氧化硫,SO2,ppb,202502,0.6
7,新莊,2,一氧化碳,CO,ppm,202502,0.33
7,新莊,3,臭氧,O3,ppb,202502,33
7,新莊,4,懸浮微粒,PM10,μg/m3,202502,22
7,新莊,5,氮氧化物,NOx,ppb,202502,13.9
7,新莊,6,一氧化氮,NO,ppb,202502,2.3
7,新莊,7,二氧化氮,NO2,ppb,202502,11
7,新莊,10,風速,WIND_SPEED,m/sec,202502,3
7,新莊,14,溫度,AMB_TEMP,℃,202502,16
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,202502,14
7,新莊,38,相對濕度,RH,%,202502,83
7,新莊,143,小時風速值,WS_HR,m/sec,202502,2.8
8,菜寮,1,二氧化硫,SO2,ppb,202502,0.8
8,菜寮,2,一氧化碳,CO,ppm,202502,0.4
8,菜寮,3,臭氧,O3,ppb,202502,33
8,菜寮,4,懸浮微粒,PM10,μg/m3,202502,24
8,菜寮,5,氮氧化物,NOx,ppb,202502,18
8,菜寮,6,一氧化氮,NO,ppb,202502,3.3
8,菜寮,7,二氧化氮,NO2,ppb,202502,14
8,菜寮,10,風速,WIND_SPEED,m/sec,202502,2.1
8,菜寮,14,溫度,AMB_TEMP,℃,202502,16.8
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,202502,16
8,菜寮,38,相對濕度,RH,%,202502,79
8,菜寮,143,小時風速值,WS_HR,m/sec,202502,1.9
9,林口,1,二氧化硫,SO2,ppb,202502,1
9,林口,2,一氧化碳,CO,ppm,202502,0.28
9,林口,3,臭氧,O3,ppb,202502,36
9,林口,4,懸浮微粒,PM10,μg/m3,202502,21
9,林口,5,氮氧化物,NOx,ppb,202502,13.1
9,林口,6,一氧化氮,NO,ppb,202502,2.4
9,林口,7,二氧化氮,NO2,ppb,202502,10
9,林口,10,風速,WIND_SPEED,m/sec,202502,2.8
9,林口,14,溫度,AMB_TEMP,℃,202502,13.3
9,林口,33,細懸浮微粒,PM2.5,μg/m3,202502,12
9,林口,38,相對濕度,RH,%,202502,85
9,林口,143,小時風速值,WS_HR,m/sec,202502,2.5
10,淡水,1,二氧化硫,SO2,ppb,202502,0.6
10,淡水,2,一氧化碳,CO,ppm,202502,0.3
10,淡水,3,臭氧,O3,ppb,202502,36
10,淡水,4,懸浮微粒,PM10,μg/m3,202502,26
10,淡水,5,氮氧化物,NOx,ppb,202502,10
10,淡水,6,一氧化氮,NO,ppb,202502,2.1
10,淡水,7,二氧化氮,NO2,ppb,202502,7
10,淡水,10,風速,WIND_SPEED,m/sec,202502,2.3
10,淡水,14,溫度,AMB_TEMP,℃,202502,15.3
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,202502,13
11,士林,1,二氧化硫,SO2,ppb,202502,0.9
11,士林,2,一氧化碳,CO,ppm,202502,0.3
11,士林,3,臭氧,O3,ppb,202502,37
11,士林,4,懸浮微粒,PM10,μg/m3,202502,22
11,士林,5,氮氧化物,NOx,ppb,202502,11.2
11,士林,6,一氧化氮,NO,ppb,202502,1.7
11,士林,7,二氧化氮,NO2,ppb,202502,9
11,士林,10,風速,WIND_SPEED,m/sec,202502,1.4
11,士林,14,溫度,AMB_TEMP,℃,202502,16.8
11,士林,33,細懸浮微粒,PM2.5,μg/m3,202502,11
11,士林,38,相對濕度,RH,%,202502,75
11,士林,143,小時風速值,WS_HR,m/sec,202502,0.8
12,中山,1,二氧化硫,SO2,ppb,202502,0.8
12,中山,2,一氧化碳,CO,ppm,202502,0.44
12,中山,3,臭氧,O3,ppb,202502,27
12,中山,4,懸浮微粒,PM10,μg/m3,202502,29
12,中山,5,氮氧化物,NOx,ppb,202502,25.8
12,中山,6,一氧化氮,NO,ppb,202502,6.1
12,中山,7,二氧化氮,NO2,ppb,202502,19
12,中山,8,總碳氫化物,THC,ppm,202502,2.31
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
12,中山,10,風速,WIND_SPEED,m/sec,202502,1.8
12,中山,14,溫度,AMB_TEMP,℃,202502,16.7
12,中山,31,甲烷,CH4,ppm,202502,2.23
12,中山,33,細懸浮微粒,PM2.5,μg/m3,202502,16
12,中山,38,相對濕度,RH,%,202502,75
12,中山,143,小時風速值,WS_HR,m/sec,202502,1.5
13,萬華,1,二氧化硫,SO2,ppb,202502,0.6
13,萬華,2,一氧化碳,CO,ppm,202502,0.41
13,萬華,3,臭氧,O3,ppb,202502,29
13,萬華,4,懸浮微粒,PM10,μg/m3,202502,26
13,萬華,5,氮氧化物,NOx,ppb,202502,21.4
13,萬華,6,一氧化氮,NO,ppb,202502,3.5
13,萬華,7,二氧化氮,NO2,ppb,202502,17
13,萬華,8,總碳氫化物,THC,ppm,202502,2.27
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.09
13,萬華,10,風速,WIND_SPEED,m/sec,202502,1.8
13,萬華,14,溫度,AMB_TEMP,℃,202502,16.6
13,萬華,31,甲烷,CH4,ppm,202502,2.18
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202502,13
13,萬華,38,相對濕度,RH,%,202502,82
13,萬華,143,小時風速值,WS_HR,m/sec,202502,1.5
14,古亭,1,二氧化硫,SO2,ppb,202502,1
14,古亭,2,一氧化碳,CO,ppm,202502,0.33
14,古亭,3,臭氧,O3,ppb,202502,33
14,古亭,4,懸浮微粒,PM10,μg/m3,202502,23
14,古亭,5,氮氧化物,NOx,ppb,202502,14.6
14,古亭,6,一氧化氮,NO,ppb,202502,2.1
14,古亭,7,二氧化氮,NO2,ppb,202502,12
14,古亭,8,總碳氫化物,THC,ppm,202502,2.14
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
14,古亭,10,風速,WIND_SPEED,m/sec,202502,1.5
14,古亭,14,溫度,AMB_TEMP,℃,202502,16.7
14,古亭,31,甲烷,CH4,ppm,202502,2.06
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,202502,14
14,古亭,38,相對濕度,RH,%,202502,80
14,古亭,143,小時風速值,WS_HR,m/sec,202502,1.1
15,松山,1,二氧化硫,SO2,ppb,202502,1.3
15,松山,2,一氧化碳,CO,ppm,202502,0.33
15,松山,3,臭氧,O3,ppb,202502,29
15,松山,4,懸浮微粒,PM10,μg/m3,202502,23
15,松山,5,氮氧化物,NOx,ppb,202502,19.3
15,松山,6,一氧化氮,NO,ppb,202502,3.6
15,松山,7,二氧化氮,NO2,ppb,202502,15
15,松山,8,總碳氫化物,THC,ppm,202502,2.12
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
15,松山,10,風速,WIND_SPEED,m/sec,202502,1.3
15,松山,14,溫度,AMB_TEMP,℃,202502,16.3
15,松山,31,甲烷,CH4,ppm,202502,2.02
15,松山,33,細懸浮微粒,PM2.5,μg/m3,202502,16
15,松山,38,相對濕度,RH,%,202502,84
15,松山,143,小時風速值,WS_HR,m/sec,202502,1.3
16,大同,1,二氧化硫,SO2,ppb,202502,1
16,大同,2,一氧化碳,CO,ppm,202502,0.74
16,大同,3,臭氧,O3,ppb,202502,21
16,大同,4,懸浮微粒,PM10,μg/m3,202502,29
16,大同,5,氮氧化物,NOx,ppb,202502,47.8
16,大同,6,一氧化氮,NO,ppb,202502,21.3
16,大同,7,二氧化氮,NO2,ppb,202502,26
16,大同,8,總碳氫化物,THC,ppm,202502,2.4
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.19
16,大同,10,風速,WIND_SPEED,m/sec,202502,
16,大同,14,溫度,AMB_TEMP,℃,202502,
16,大同,31,甲烷,CH4,ppm,202502,2.2
16,大同,33,細懸浮微粒,PM2.5,μg/m3,202502,17
16,大同,38,相對濕度,RH,%,202502,78
16,大同,143,小時風速值,WS_HR,m/sec,202502,
17,桃園,1,二氧化硫,SO2,ppb,202502,0.9
17,桃園,2,一氧化碳,CO,ppm,202502,0.38
17,桃園,3,臭氧,O3,ppb,202502,34
17,桃園,4,懸浮微粒,PM10,μg/m3,202502,24
17,桃園,5,氮氧化物,NOx,ppb,202502,15.6
17,桃園,6,一氧化氮,NO,ppb,202502,2.4
17,桃園,7,二氧化氮,NO2,ppb,202502,13
17,桃園,8,總碳氫化物,THC,ppm,202502,2.25
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.1
17,桃園,10,風速,WIND_SPEED,m/sec,202502,2.3
17,桃園,14,溫度,AMB_TEMP,℃,202502,15.7
17,桃園,31,甲烷,CH4,ppm,202502,2.15
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,202502,14
17,桃園,38,相對濕度,RH,%,202502,83
17,桃園,143,小時風速值,WS_HR,m/sec,202502,1.9
18,大園,1,二氧化硫,SO2,ppb,202502,1.8
18,大園,2,一氧化碳,CO,ppm,202502,0.28
18,大園,3,臭氧,O3,ppb,202502,36
18,大園,4,懸浮微粒,PM10,μg/m3,202502,31
18,大園,5,氮氧化物,NOx,ppb,202502,17.1
18,大園,6,一氧化氮,NO,ppb,202502,3.2
18,大園,7,二氧化氮,NO2,ppb,202502,13
18,大園,10,風速,WIND_SPEED,m/sec,202502,4.3
18,大園,14,溫度,AMB_TEMP,℃,202502,15.5
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202502,14
18,大園,38,相對濕度,RH,%,202502,83
18,大園,143,小時風速值,WS_HR,m/sec,202502,4
19,觀音,1,二氧化硫,SO2,ppb,202502,1.1
19,觀音,2,一氧化碳,CO,ppm,202502,0.25
19,觀音,3,臭氧,O3,ppb,202502,38
19,觀音,4,懸浮微粒,PM10,μg/m3,202502,32
19,觀音,5,氮氧化物,NOx,ppb,202502,10.4
19,觀音,6,一氧化氮,NO,ppb,202502,1.4
19,觀音,7,二氧化氮,NO2,ppb,202502,8
19,觀音,10,風速,WIND_SPEED,m/sec,202502,4.5
19,觀音,14,溫度,AMB_TEMP,℃,202502,15.4
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202502,16
19,觀音,38,相對濕度,RH,%,202502,79
19,觀音,143,小時風速值,WS_HR,m/sec,202502,4.2
20,平鎮,1,二氧化硫,SO2,ppb,202502,0.9
20,平鎮,2,一氧化碳,CO,ppm,202502,0.36
20,平鎮,3,臭氧,O3,ppb,202502,34
20,平鎮,4,懸浮微粒,PM10,μg/m3,202502,24
20,平鎮,5,氮氧化物,NOx,ppb,202502,16
20,平鎮,6,一氧化氮,NO,ppb,202502,2.5
20,平鎮,7,二氧化氮,NO2,ppb,202502,13
20,平鎮,10,風速,WIND_SPEED,m/sec,202502,2.2
20,平鎮,14,溫度,AMB_TEMP,℃,202502,16.2
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202502,16
20,平鎮,38,相對濕度,RH,%,202502,81
20,平鎮,143,小時風速值,WS_HR,m/sec,202502,1.9
21,龍潭,1,二氧化硫,SO2,ppb,202502,1.1
21,龍潭,2,一氧化碳,CO,ppm,202502,0.28
21,龍潭,3,臭氧,O3,ppb,202502,34
21,龍潭,4,懸浮微粒,PM10,μg/m3,202502,25
21,龍潭,5,氮氧化物,NOx,ppb,202502,12.2
21,龍潭,6,一氧化氮,NO,ppb,202502,1.7
21,龍潭,7,二氧化氮,NO2,ppb,202502,10
21,龍潭,10,風速,WIND_SPEED,m/sec,202502,3.4
21,龍潭,14,溫度,AMB_TEMP,℃,202502,15.5
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202502,14
21,龍潭,38,相對濕度,RH,%,202502,87
21,龍潭,143,小時風速值,WS_HR,m/sec,202502,3.1
22,湖口,1,二氧化硫,SO2,ppb,202502,1.4
22,湖口,2,一氧化碳,CO,ppm,202502,0.28
22,湖口,3,臭氧,O3,ppb,202502,37
22,湖口,4,懸浮微粒,PM10,μg/m3,202502,28
22,湖口,5,氮氧化物,NOx,ppb,202502,10.4
22,湖口,6,一氧化氮,NO,ppb,202502,1.4
22,湖口,7,二氧化氮,NO2,ppb,202502,8
22,湖口,10,風速,WIND_SPEED,m/sec,202502,3.8
22,湖口,14,溫度,AMB_TEMP,℃,202502,15.5
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202502,15
22,湖口,38,相對濕度,RH,%,202502,80
22,湖口,143,小時風速值,WS_HR,m/sec,202502,3.5
23,竹東,1,二氧化硫,SO2,ppb,202502,0.6
23,竹東,2,一氧化碳,CO,ppm,202502,0.28
23,竹東,3,臭氧,O3,ppb,202502,33
23,竹東,4,懸浮微粒,PM10,μg/m3,202502,20
23,竹東,5,氮氧化物,NOx,ppb,202502,9.2
23,竹東,6,一氧化氮,NO,ppb,202502,1.2
23,竹東,7,二氧化氮,NO2,ppb,202502,7
23,竹東,10,風速,WIND_SPEED,m/sec,202502,2.2
23,竹東,14,溫度,AMB_TEMP,℃,202502,16.5
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202502,11
23,竹東,38,相對濕度,RH,%,202502,80
23,竹東,143,小時風速值,WS_HR,m/sec,202502,1.8
24,新竹,1,二氧化硫,SO2,ppb,202502,1.5
24,新竹,2,一氧化碳,CO,ppm,202502,0.33
24,新竹,3,臭氧,O3,ppb,202502,34
24,新竹,4,懸浮微粒,PM10,μg/m3,202502,25
24,新竹,5,氮氧化物,NOx,ppb,202502,12.7
24,新竹,6,一氧化氮,NO,ppb,202502,1.8
24,新竹,7,二氧化氮,NO2,ppb,202502,10
24,新竹,8,總碳氫化物,THC,ppm,202502,2.11
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
24,新竹,10,風速,WIND_SPEED,m/sec,202502,2.3
24,新竹,14,溫度,AMB_TEMP,℃,202502,16.1
24,新竹,31,甲烷,CH4,ppm,202502,2.02
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202502,16
24,新竹,38,相對濕度,RH,%,202502,78
24,新竹,143,小時風速值,WS_HR,m/sec,202502,1.9
25,頭份,1,二氧化硫,SO2,ppb,202502,1.4
25,頭份,2,一氧化碳,CO,ppm,202502,0.31
25,頭份,3,臭氧,O3,ppb,202502,34
25,頭份,4,懸浮微粒,PM10,μg/m3,202502,31
25,頭份,5,氮氧化物,NOx,ppb,202502,12.4
25,頭份,6,一氧化氮,NO,ppb,202502,2.3
25,頭份,7,二氧化氮,NO2,ppb,202502,10
25,頭份,8,總碳氫化物,THC,ppm,202502,2.13
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.05
25,頭份,10,風速,WIND_SPEED,m/sec,202502,2
25,頭份,14,溫度,AMB_TEMP,℃,202502,16.2
25,頭份,31,甲烷,CH4,ppm,202502,2.06
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202502,15
25,頭份,38,相對濕度,RH,%,202502,75
25,頭份,143,小時風速值,WS_HR,m/sec,202502,1.6
26,苗栗,1,二氧化硫,SO2,ppb,202502,1.4
26,苗栗,2,一氧化碳,CO,ppm,202502,0.27
26,苗栗,3,臭氧,O3,ppb,202502,32
26,苗栗,4,懸浮微粒,PM10,μg/m3,202502,23
26,苗栗,5,氮氧化物,NOx,ppb,202502,11.1
26,苗栗,6,一氧化氮,NO,ppb,202502,2
26,苗栗,7,二氧化氮,NO2,ppb,202502,9
26,苗栗,10,風速,WIND_SPEED,m/sec,202502,2.6
26,苗栗,14,溫度,AMB_TEMP,℃,202502,15.6
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202502,15
26,苗栗,38,相對濕度,RH,%,202502,81
26,苗栗,143,小時風速值,WS_HR,m/sec,202502,2.2
27,三義,1,二氧化硫,SO2,ppb,202502,0.9
27,三義,2,一氧化碳,CO,ppm,202502,0.26
27,三義,3,臭氧,O3,ppb,202502,33
27,三義,4,懸浮微粒,PM10,μg/m3,202502,15
27,三義,5,氮氧化物,NOx,ppb,202502,6.6
27,三義,6,一氧化氮,NO,ppb,202502,1.4
27,三義,7,二氧化氮,NO2,ppb,202502,5
27,三義,10,風速,WIND_SPEED,m/sec,202502,3.8
27,三義,14,溫度,AMB_TEMP,℃,202502,13.9
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202502,10
27,三義,38,相對濕度,RH,%,202502,84
27,三義,143,小時風速值,WS_HR,m/sec,202502,3.6
28,豐原,1,二氧化硫,SO2,ppb,202502,1.4
28,豐原,2,一氧化碳,CO,ppm,202502,0.3
28,豐原,3,臭氧,O3,ppb,202502,30
28,豐原,4,懸浮微粒,PM10,μg/m3,202502,20
28,豐原,5,氮氧化物,NOx,ppb,202502,9.9
28,豐原,6,一氧化氮,NO,ppb,202502,1.7
28,豐原,7,二氧化氮,NO2,ppb,202502,8
28,豐原,8,總碳氫化物,THC,ppm,202502,2
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
28,豐原,10,風速,WIND_SPEED,m/sec,202502,1.9
28,豐原,14,溫度,AMB_TEMP,℃,202502,16.1
28,豐原,31,甲烷,CH4,ppm,202502,1.93
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202502,14
28,豐原,38,相對濕度,RH,%,202502,78
28,豐原,143,小時風速值,WS_HR,m/sec,202502,1.6
29,沙鹿,1,二氧化硫,SO2,ppb,202502,1.1
29,沙鹿,2,一氧化碳,CO,ppm,202502,0.3
29,沙鹿,3,臭氧,O3,ppb,202502,35
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202502,32
29,沙鹿,5,氮氧化物,NOx,ppb,202502,10.4
29,沙鹿,6,一氧化氮,NO,ppb,202502,1.6
29,沙鹿,7,二氧化氮,NO2,ppb,202502,8
29,沙鹿,10,風速,WIND_SPEED,m/sec,202502,3.2
29,沙鹿,14,溫度,AMB_TEMP,℃,202502,16.2
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202502,16
29,沙鹿,38,相對濕度,RH,%,202502,78
29,沙鹿,143,小時風速值,WS_HR,m/sec,202502,0.7
30,大里,1,二氧化硫,SO2,ppb,202502,1.3
30,大里,2,一氧化碳,CO,ppm,202502,0.39
30,大里,3,臭氧,O3,ppb,202502,27
30,大里,4,懸浮微粒,PM10,μg/m3,202502,27
30,大里,5,氮氧化物,NOx,ppb,202502,15.5
30,大里,6,一氧化氮,NO,ppb,202502,2.9
30,大里,7,二氧化氮,NO2,ppb,202502,12
30,大里,8,總碳氫化物,THC,ppm,202502,2.27
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.11
30,大里,10,風速,WIND_SPEED,m/sec,202502,1.6
30,大里,14,溫度,AMB_TEMP,℃,202502,17.8
30,大里,31,甲烷,CH4,ppm,202502,2.16
30,大里,33,細懸浮微粒,PM2.5,μg/m3,202502,17
30,大里,38,相對濕度,RH,%,202502,80
30,大里,143,小時風速值,WS_HR,m/sec,202502,1.3
31,忠明,1,二氧化硫,SO2,ppb,202502,1.4
31,忠明,2,一氧化碳,CO,ppm,202502,0.36
31,忠明,3,臭氧,O3,ppb,202502,28
31,忠明,4,懸浮微粒,PM10,μg/m3,202502,28
31,忠明,5,氮氧化物,NOx,ppb,202502,16
31,忠明,6,一氧化氮,NO,ppb,202502,3.2
31,忠明,7,二氧化氮,NO2,ppb,202502,12
31,忠明,8,總碳氫化物,THC,ppm,202502,2.17
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
31,忠明,10,風速,WIND_SPEED,m/sec,202502,1.5
31,忠明,14,溫度,AMB_TEMP,℃,202502,17.2
31,忠明,31,甲烷,CH4,ppm,202502,2.08
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202502,16
31,忠明,38,相對濕度,RH,%,202502,78
31,忠明,143,小時風速值,WS_HR,m/sec,202502,1.1
32,西屯,1,二氧化硫,SO2,ppb,202502,1.2
32,西屯,2,一氧化碳,CO,ppm,202502,0.3
32,西屯,3,臭氧,O3,ppb,202502,31
32,西屯,4,懸浮微粒,PM10,μg/m3,202502,28
32,西屯,5,氮氧化物,NOx,ppb,202502,14.8
32,西屯,6,一氧化氮,NO,ppb,202502,2.9
32,西屯,7,二氧化氮,NO2,ppb,202502,11
32,西屯,8,總碳氫化物,THC,ppm,202502,2.15
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.07
32,西屯,10,風速,WIND_SPEED,m/sec,202502,2.7
32,西屯,14,溫度,AMB_TEMP,℃,202502,17.3
32,西屯,31,甲烷,CH4,ppm,202502,2.06
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202502,15
32,西屯,38,相對濕度,RH,%,202502,78
32,西屯,143,小時風速值,WS_HR,m/sec,202502,2.4
33,彰化,1,二氧化硫,SO2,ppb,202502,0.9
33,彰化,2,一氧化碳,CO,ppm,202502,0.33
33,彰化,3,臭氧,O3,ppb,202502,30
33,彰化,4,懸浮微粒,PM10,μg/m3,202502,29
33,彰化,5,氮氧化物,NOx,ppb,202502,14.3
33,彰化,6,一氧化氮,NO,ppb,202502,2.3
33,彰化,7,二氧化氮,NO2,ppb,202502,12
33,彰化,8,總碳氫化物,THC,ppm,202502,2.18
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
33,彰化,10,風速,WIND_SPEED,m/sec,202502,1.8
33,彰化,14,溫度,AMB_TEMP,℃,202502,17.1
33,彰化,31,甲烷,CH4,ppm,202502,2.09
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202502,16
33,彰化,38,相對濕度,RH,%,202502,77
33,彰化,143,小時風速值,WS_HR,m/sec,202502,1.3
34,線西,1,二氧化硫,SO2,ppb,202502,1.8
34,線西,2,一氧化碳,CO,ppm,202502,0.34
34,線西,3,臭氧,O3,ppb,202502,36
34,線西,4,懸浮微粒,PM10,μg/m3,202502,39
34,線西,5,氮氧化物,NOx,ppb,202502,12.6
34,線西,6,一氧化氮,NO,ppb,202502,1.7
34,線西,7,二氧化氮,NO2,ppb,202502,10
34,線西,8,總碳氫化物,THC,ppm,202502,2.04
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.04
34,線西,10,風速,WIND_SPEED,m/sec,202502,4.7
34,線西,14,溫度,AMB_TEMP,℃,202502,15.9
34,線西,31,甲烷,CH4,ppm,202502,1.99
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202502,17
34,線西,38,相對濕度,RH,%,202502,86
34,線西,143,小時風速值,WS_HR,m/sec,202502,4.5
35,二林,1,二氧化硫,SO2,ppb,202502,1.7
35,二林,2,一氧化碳,CO,ppm,202502,0.31
35,二林,3,臭氧,O3,ppb,202502,37
35,二林,4,懸浮微粒,PM10,μg/m3,202502,45
35,二林,5,氮氧化物,NOx,ppb,202502,9.2
35,二林,6,一氧化氮,NO,ppb,202502,1.1
35,二林,7,二氧化氮,NO2,ppb,202502,8
35,二林,8,總碳氫化物,THC,ppm,202502,2.08
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.04
35,二林,10,風速,WIND_SPEED,m/sec,202502,3.5
35,二林,14,溫度,AMB_TEMP,℃,202502,16.3
35,二林,31,甲烷,CH4,ppm,202502,2.04
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202502,18
35,二林,38,相對濕度,RH,%,202502,84
