siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
9,林口,3,,O3,ppb,202504,44
9,林口,4,,PM10,μg/m3,202504,40
9,林口,5,,NOx,ppb,202504,15.2
9,林口,6,,NO,ppb,202504,2.3
9,林口,7,,NO2,ppb,202504,12
9,林口,10,,WIND_SPEED,m/sec,202504,2.3
9,林口,14,,AMB_TEMP,℃,202504,20.1
9,林口,33,,PM2.5,μg/m3,202504,17.3
9,林口,38,,RH,%,202504,80
9,林口,143,,WS_HR,m/sec,202504,2.1
10,淡水,1,,SO2,ppb,202504,0.8
10,淡水,2,,CO,ppm,202504,0.33
10,淡水,3,,O3,ppb,202504,41
10,淡水,4,,PM10,μg/m3,202504,42
10,淡水,5,,NOx,ppb,202504,11.7
10,淡水,6,,NO,ppb,202504,1.6
10,淡水,7,,NO2,ppb,202504,10
10,淡水,10,,WIND_SPEED,m/sec,202504,1.9
10,淡水,14,,AMB_TEMP,℃,202504,21.6
10,淡水,33,,PM2.5,μg/m3,202504,17.3
10,淡水,38,,RH,%,202504,79
11,士林,1,,SO2,ppb,202504,0.8
11,士林,2,,CO,ppm,202504,0.3
11,士林,3,,O3,ppb,202504,43
11,士林,4,,PM10,μg/m3,202504,37
11,士林,5,,NOx,ppb,202504,13.4
11,士林,6,,NO,ppb,202504,1.4
11,士林,7,,NO2,ppb,202504,11
11,士林,10,,WIND_SPEED,m/sec,202504,1.3
11,士林,14,,AMB_TEMP,℃,202504,23.1
11,士林,33,,PM2.5,μg/m3,202504,15.3
11,士林,38,,RH,%,202504,74
11,士林,143,,WS_HR,m/sec,202504,0.9
12,中山,1,,SO2,ppb,202504,1
12,中山,2,,CO,ppm,202504,0.45
12,中山,3,,O3,ppb,202504,35
12,中山,4,,PM10,μg/m3,202504,41
12,中山,5,,NOx,ppb,202504,24.8
12,中山,6,,NO,ppb,202504,3.7
12,中山,7,,NO2,ppb,202504,21
12,中山,8,,THC,ppm,202504,2.23
12,中山,9,,NMHC,ppm,202504,0.11
12,中山,10,,WIND_SPEED,m/sec,202504,1.5
12,中山,14,,AMB_TEMP,℃,202504,23.2
12,中山,31,,CH4,ppm,202504,2.11
12,中山,33,,PM2.5,μg/m3,202504,18.1
12,中山,38,,RH,%,202504,65
12,中山,143,,WS_HR,m/sec,202504,1
13,萬華,1,,SO2,ppb,202504,0.8
13,萬華,2,,CO,ppm,202504,0.41
13,萬華,3,,O3,ppb,202504,37
13,萬華,4,,PM10,μg/m3,202504,38
13,萬華,5,,NOx,ppb,202504,20.9
13,萬華,6,,NO,ppb,202504,2
13,萬華,7,,NO2,ppb,202504,18
13,萬華,8,,THC,ppm,202504,2.29
13,萬華,9,,NMHC,ppm,202504,0.09
13,萬華,10,,WIND_SPEED,m/sec,202504,1.2
13,萬華,14,,AMB_TEMP,℃,202504,23.3
13,萬華,31,,CH4,ppm,202504,2.2
13,萬華,33,,PM2.5,μg/m3,202504,17.1
13,萬華,38,,RH,%,202504,73
13,萬華,143,,WS_HR,m/sec,202504,1
14,古亭,1,,SO2,ppb,202504,1
14,古亭,2,,CO,ppm,202504,0.33
14,古亭,3,,O3,ppb,202504,41
14,古亭,4,,PM10,μg/m3,202504,36
14,古亭,5,,NOx,ppb,202504,14.1
14,古亭,6,,NO,ppb,202504,1.4
14,古亭,7,,NO2,ppb,202504,12
14,古亭,8,,THC,ppm,202504,2.13
14,古亭,9,,NMHC,ppm,202504,0.07
14,古亭,10,,WIND_SPEED,m/sec,202504,1.2
14,古亭,14,,AMB_TEMP,℃,202504,23.2
14,古亭,31,,CH4,ppm,202504,2.06
14,古亭,33,,PM2.5,μg/m3,202504,17.1
14,古亭,38,,RH,%,202504,74
14,古亭,143,,WS_HR,m/sec,202504,0.9
15,松山,1,,SO2,ppb,202504,1.5
15,松山,2,,CO,ppm,202504,0.35
15,松山,3,,O3,ppb,202504,35
15,松山,4,,PM10,μg/m3,202504,38
15,松山,5,,NOx,ppb,202504,21.6
15,松山,6,,NO,ppb,202504,3.3
15,松山,7,,NO2,ppb,202504,18
15,松山,8,,THC,ppm,202504,2.17
15,松山,9,,NMHC,ppm,202504,0.09
15,松山,10,,WIND_SPEED,m/sec,202504,1.3
15,松山,14,,AMB_TEMP,℃,202504,23
15,松山,31,,CH4,ppm,202504,2.06
15,松山,33,,PM2.5,μg/m3,202504,19.3
15,松山,38,,RH,%,202504,76
15,松山,143,,WS_HR,m/sec,202504,1
16,大同,1,,SO2,ppb,202504,1.3
16,大同,2,,CO,ppm,202504,0.86
16,大同,3,,O3,ppb,202504,25
16,大同,4,,PM10,μg/m3,202504,44
16,大同,5,,NOx,ppb,202504,48.5
16,大同,6,,NO,ppb,202504,18.8
16,大同,7,,NO2,ppb,202504,29
16,大同,8,,THC,ppm,202504,2.47
16,大同,9,,NMHC,ppm,202504,0.23
16,大同,10,,WIND_SPEED,m/sec,202504,
16,大同,14,,AMB_TEMP,℃,202504,
16,大同,31,,CH4,ppm,202504,2.23
16,大同,33,,PM2.5,μg/m3,202504,22.5
16,大同,38,,RH,%,202504,72
16,大同,143,,WS_HR,m/sec,202504,
17,桃園,1,,SO2,ppb,202504,1.6
17,桃園,2,,CO,ppm,202504,0.38
17,桃園,3,,O3,ppb,202504,40
17,桃園,4,,PM10,μg/m3,202504,40
17,桃園,5,,NOx,ppb,202504,16.8
17,桃園,6,,NO,ppb,202504,1.6
17,桃園,7,,NO2,ppb,202504,15
17,桃園,8,,THC,ppm,202504,2.29
17,桃園,9,,NMHC,ppm,202504,0.13
17,桃園,10,,WIND_SPEED,m/sec,202504,1.6
17,桃園,14,,AMB_TEMP,℃,202504,22.6
17,桃園,31,,CH4,ppm,202504,2.16
17,桃園,33,,PM2.5,μg/m3,202504,19.2
17,桃園,38,,RH,%,202504,74
17,桃園,143,,WS_HR,m/sec,202504,1.3
18,大園,1,,SO2,ppb,202504,1.3
18,大園,2,,CO,ppm,202504,0.28
18,大園,3,,O3,ppb,202504,41
18,大園,4,,PM10,μg/m3,202504,45
18,大園,5,,NOx,ppb,202504,16.1
18,大園,6,,NO,ppb,202504,1.6
18,大園,7,,NO2,ppb,202504,14
18,大園,10,,WIND_SPEED,m/sec,202504,3
18,大園,14,,AMB_TEMP,℃,202504,22.3
18,大園,33,,PM2.5,μg/m3,202504,17.5
18,大園,38,,RH,%,202504,72
18,大園,143,,WS_HR,m/sec,202504,2.7
19,觀音,1,,SO2,ppb,202504,1
19,觀音,2,,CO,ppm,202504,0.23
19,觀音,3,,O3,ppb,202504,44
19,觀音,4,,PM10,μg/m3,202504,43
19,觀音,5,,NOx,ppb,202504,11
19,觀音,6,,NO,ppb,202504,1.1
19,觀音,7,,NO2,ppb,202504,9
19,觀音,10,,WIND_SPEED,m/sec,202504,2.9
19,觀音,14,,AMB_TEMP,℃,202504,22.4
19,觀音,33,,PM2.5,μg/m3,202504,20
19,觀音,38,,RH,%,202504,74
19,觀音,143,,WS_HR,m/sec,202504,2.7
20,平鎮,1,,SO2,ppb,202504,0.8
20,平鎮,2,,CO,ppm,202504,0.34
20,平鎮,3,,O3,ppb,202504,41
20,平鎮,4,,PM10,μg/m3,202504,42
20,平鎮,5,,NOx,ppb,202504,15.2
20,平鎮,6,,NO,ppb,202504,1.6
20,平鎮,7,,NO2,ppb,202504,13
20,平鎮,10,,WIND_SPEED,m/sec,202504,1.5
20,平鎮,14,,AMB_TEMP,℃,202504,22.9
20,平鎮,33,,PM2.5,μg/m3,202504,18.1
20,平鎮,38,,RH,%,202504,74
20,平鎮,143,,WS_HR,m/sec,202504,1.3
21,龍潭,1,,SO2,ppb,202504,1
21,龍潭,2,,CO,ppm,202504,0.28
21,龍潭,3,,O3,ppb,202504,41
21,龍潭,4,,PM10,μg/m3,202504,40
21,龍潭,5,,NOx,ppb,202504,11.8
21,龍潭,6,,NO,ppb,202504,1.2
21,龍潭,7,,NO2,ppb,202504,10
21,龍潭,10,,WIND_SPEED,m/sec,202504,2.2
21,龍潭,14,,AMB_TEMP,℃,202504,21.5
21,龍潭,33,,PM2.5,μg/m3,202504,17.7
21,龍潭,38,,RH,%,202504,81
21,龍潭,143,,WS_HR,m/sec,202504,2
22,湖口,1,,SO2,ppb,202504,1.1
22,湖口,2,,CO,ppm,202504,0.27
22,湖口,3,,O3,ppb,202504,43
22,湖口,4,,PM10,μg/m3,202504,42
22,湖口,5,,NOx,ppb,202504,10.8
22,湖口,6,,NO,ppb,202504,1.1
22,湖口,7,,NO2,ppb,202504,9
22,湖口,10,,WIND_SPEED,m/sec,202504,2.5
22,湖口,14,,AMB_TEMP,℃,202504,22.4
22,湖口,33,,PM2.5,μg/m3,202504,18.2
22,湖口,38,,RH,%,202504,74
22,湖口,143,,WS_HR,m/sec,202504,2.2
23,竹東,1,,SO2,ppb,202504,0.9
23,竹東,2,,CO,ppm,202504,0.26
23,竹東,3,,O3,ppb,202504,38
23,竹東,4,,PM10,μg/m3,202504,34
23,竹東,5,,NOx,ppb,202504,8
23,竹東,6,,NO,ppb,202504,0.9
23,竹東,7,,NO2,ppb,202504,6
23,竹東,10,,WIND_SPEED,m/sec,202504,1.5
23,竹東,14,,AMB_TEMP,℃,202504,22.6
23,竹東,33,,PM2.5,μg/m3,202504,16
23,竹東,38,,RH,%,202504,79
23,竹東,143,,WS_HR,m/sec,202504,1.1
24,新竹,1,,SO2,ppb,202504,1.2
24,新竹,2,,CO,ppm,202504,0.31
24,新竹,3,,O3,ppb,202504,42
24,新竹,4,,PM10,μg/m3,202504,38
24,新竹,5,,NOx,ppb,202504,12.4
24,新竹,6,,NO,ppb,202504,1.2
24,新竹,7,,NO2,ppb,202504,11
24,新竹,8,,THC,ppm,202504,2.19
24,新竹,9,,NMHC,ppm,202504,0.06
24,新竹,10,,WIND_SPEED,m/sec,202504,1.6
24,新竹,14,,AMB_TEMP,℃,202504,23
24,新竹,31,,CH4,ppm,202504,2.13
24,新竹,33,,PM2.5,μg/m3,202504,19
24,新竹,38,,RH,%,202504,75
24,新竹,143,,WS_HR,m/sec,202504,1.3
25,頭份,1,,SO2,ppb,202504,1.6
25,頭份,2,,CO,ppm,202504,0.28
25,頭份,3,,O3,ppb,202504,42
25,頭份,4,,PM10,μg/m3,202504,41
25,頭份,5,,NOx,ppb,202504,10.3
25,頭份,6,,NO,ppb,202504,1.7
25,頭份,7,,NO2,ppb,202504,8
25,頭份,8,,THC,ppm,202504,2.1
25,頭份,9,,NMHC,ppm,202504,0.03
25,頭份,10,,WIND_SPEED,m/sec,202504,2
25,頭份,14,,AMB_TEMP,℃,202504,23
25,頭份,31,,CH4,ppm,202504,2.06
25,頭份,33,,PM2.5,μg/m3,202504,18.3
25,頭份,38,,RH,%,202504,70
25,頭份,143,,WS_HR,m/sec,202504,1.7
26,苗栗,1,,SO2,ppb,202504,1.4
26,苗栗,2,,CO,ppm,202504,0.25
26,苗栗,3,,O3,ppb,202504,39
26,苗栗,4,,PM10,μg/m3,202504,36
26,苗栗,5,,NOx,ppb,202504,9.3
26,苗栗,6,,NO,ppb,202504,1.5
26,苗栗,7,,NO2,ppb,202504,7
26,苗栗,10,,WIND_SPEED,m/sec,202504,2.1
26,苗栗,14,,AMB_TEMP,℃,202504,22.9
26,苗栗,33,,PM2.5,μg/m3,202504,16.9
26,苗栗,38,,RH,%,202504,76
26,苗栗,143,,WS_HR,m/sec,202504,1.7
27,三義,1,,SO2,ppb,202504,1.1
27,三義,2,,CO,ppm,202504,0.25
27,三義,3,,O3,ppb,202504,40
27,三義,4,,PM10,μg/m3,202504,35
27,三義,5,,NOx,ppb,202504,6.1
27,三義,6,,NO,ppb,202504,1.4
27,三義,7,,NO2,ppb,202504,4
27,三義,10,,WIND_SPEED,m/sec,202504,2.5
27,三義,14,,AMB_TEMP,℃,202504,21.5
27,三義,33,,PM2.5,μg/m3,202504,16.5
27,三義,38,,RH,%,202504,75
27,三義,143,,WS_HR,m/sec,202504,2.3
28,豐原,1,,SO2,ppb,202504,1.4
28,豐原,2,,CO,ppm,202504,0.28
28,豐原,3,,O3,ppb,202504,39
28,豐原,4,,PM10,μg/m3,202504,35
28,豐原,5,,NOx,ppb,202504,8.4
28,豐原,6,,NO,ppb,202504,1.2
28,豐原,7,,NO2,ppb,202504,7
28,豐原,8,,THC,ppm,202504,2.09
28,豐原,9,,NMHC,ppm,202504,0.08
28,豐原,10,,WIND_SPEED,m/sec,202504,2.1
28,豐原,14,,AMB_TEMP,℃,202504,22.9
28,豐原,31,,CH4,ppm,202504,2
28,豐原,33,,PM2.5,μg/m3,202504,18.8
28,豐原,38,,RH,%,202504,72
28,豐原,143,,WS_HR,m/sec,202504,1.8
29,沙鹿,1,,SO2,ppb,202504,1.7
29,沙鹿,2,,CO,ppm,202504,0.28
29,沙鹿,3,,O3,ppb,202504,32
29,沙鹿,4,,PM10,μg/m3,202504,46
29,沙鹿,5,,NOx,ppb,202504,12.1
29,沙鹿,6,,NO,ppb,202504,1.3
29,沙鹿,7,,NO2,ppb,202504,10
29,沙鹿,10,,WIND_SPEED,m/sec,202504,2.1
29,沙鹿,14,,AMB_TEMP,℃,202504,23.8
29,沙鹿,33,,PM2.5,μg/m3,202504,19.8
29,沙鹿,38,,RH,%,202504,73
29,沙鹿,143,,WS_HR,m/sec,202504,1.2
30,大里,1,,SO2,ppb,202504,1.2
30,大里,2,,CO,ppm,202504,0.34
30,大里,3,,O3,ppb,202504,30
30,大里,4,,PM10,μg/m3,202504,40
30,大里,5,,NOx,ppb,202504,14.5
30,大里,6,,NO,ppb,202504,1.2
30,大里,7,,NO2,ppb,202504,13
30,大里,8,,THC,ppm,202504,2.31
30,大里,9,,NMHC,ppm,202504,0.1
30,大里,10,,WIND_SPEED,m/sec,202504,1.4
30,大里,14,,AMB_TEMP,℃,202504,24.4
30,大里,31,,CH4,ppm,202504,2.21
30,大里,33,,PM2.5,μg/m3,202504,20.6
30,大里,38,,RH,%,202504,78
30,大里,143,,WS_HR,m/sec,202504,1.1
31,忠明,1,,SO2,ppb,202504,1.5
31,忠明,2,,CO,ppm,202504,0.34
31,忠明,3,,O3,ppb,202504,31
31,忠明,4,,PM10,μg/m3,202504,41
31,忠明,5,,NOx,ppb,202504,14.1
31,忠明,6,,NO,ppb,202504,2.2
31,忠明,7,,NO2,ppb,202504,11
31,忠明,8,,THC,ppm,202504,2.19
31,忠明,9,,NMHC,ppm,202504,0.08
31,忠明,10,,WIND_SPEED,m/sec,202504,1.3
31,忠明,14,,AMB_TEMP,℃,202504,24.6
31,忠明,31,,CH4,ppm,202504,2.11
31,忠明,33,,PM2.5,μg/m3,202504,18.7
31,忠明,38,,RH,%,202504,70
31,忠明,143,,WS_HR,m/sec,202504,1
32,西屯,1,,SO2,ppb,202504,1.4
32,西屯,2,,CO,ppm,202504,0.28
32,西屯,3,,O3,ppb,202504,34
32,西屯,4,,PM10,μg/m3,202504,45
32,西屯,5,,NOx,ppb,202504,14.7
32,西屯,6,,NO,ppb,202504,2.2
32,西屯,7,,NO2,ppb,202504,12
32,西屯,8,,THC,ppm,202504,2.24
32,西屯,9,,NMHC,ppm,202504,0.11
32,西屯,10,,WIND_SPEED,m/sec,202504,1.8
32,西屯,14,,AMB_TEMP,℃,202504,24.3
32,西屯,31,,CH4,ppm,202504,2.12
32,西屯,33,,PM2.5,μg/m3,202504,19.8
32,西屯,38,,RH,%,202504,73
32,西屯,143,,WS_HR,m/sec,202504,1.5
33,彰化,1,,SO2,ppb,202504,1.2
33,彰化,2,,CO,ppm,202504,0.28
33,彰化,3,,O3,ppb,202504,34
33,彰化,4,,PM10,μg/m3,202504,39
33,彰化,5,,NOx,ppb,202504,11.1
33,彰化,6,,NO,ppb,202504,1.3
33,彰化,7,,NO2,ppb,202504,9
33,彰化,8,,THC,ppm,202504,2.2
33,彰化,9,,NMHC,ppm,202504,0.07
33,彰化,10,,WIND_SPEED,m/sec,202504,1.3
33,彰化,14,,AMB_TEMP,℃,202504,24.5
33,彰化,31,,CH4,ppm,202504,2.11
33,彰化,33,,PM2.5,μg/m3,202504,18.8
33,彰化,38,,RH,%,202504,70
33,彰化,143,,WS_HR,m/sec,202504,1
34,線西,1,,SO2,ppb,202504,1.5
34,線西,2,,CO,ppm,202504,0.25
34,線西,3,,O3,ppb,202504,42
34,線西,4,,PM10,μg/m3,202504,46
34,線西,5,,NOx,ppb,202504,9.5
34,線西,6,,NO,ppb,202504,1.1
34,線西,7,,NO2,ppb,202504,8
34,線西,8,,THC,ppm,202504,2.08
34,線西,9,,NMHC,ppm,202504,0.05
34,線西,10,,WIND_SPEED,m/sec,202504,2.5
34,線西,14,,AMB_TEMP,℃,202504,23.7
34,線西,31,,CH4,ppm,202504,2.02
34,線西,33,,PM2.5,μg/m3,202504,19.4
34,線西,38,,RH,%,202504,79
34,線西,143,,WS_HR,m/sec,202504,2.3
35,二林,1,,SO2,ppb,202504,1.9
35,二林,2,,CO,ppm,202504,0.25
35,二林,3,,O3,ppb,202504,39
35,二林,4,,PM10,μg/m3,202504,51
35,二林,5,,NOx,ppb,202504,7.4
35,二林,6,,NO,ppb,202504,0.9
35,二林,7,,NO2,ppb,202504,6
35,二林,8,,THC,ppm,202504,2.16
35,二林,9,,NMHC,ppm,202504,0.03
35,二林,10,,WIND_SPEED,m/sec,202504,2.1
35,二林,14,,AMB_TEMP,℃,202504,24
35,二林,31,,CH4,ppm,202504,2.12
35,二林,33,,PM2.5,μg/m3,202504,20
35,二林,38,,RH,%,202504,77
35,二林,143,,WS_HR,m/sec,202504,1.9
36,南投,1,,SO2,ppb,202504,1.3
36,南投,2,,CO,ppm,202504,0.27
36,南投,3,,O3,ppb,202504,32
36,南投,4,,PM10,μg/m3,202504,41
36,南投,5,,NOx,ppb,202504,10.2
36,南投,6,,NO,ppb,202504,1.2
36,南投,7,,NO2,ppb,202504,8
36,南投,8,,THC,ppm,202504,2.09
36,南投,9,,NMHC,ppm,202504,0.05
36,南投,10,,WIND_SPEED,m/sec,202504,1.1
36,南投,14,,AMB_TEMP,℃,202504,24.3
36,南投,31,,CH4,ppm,202504,2.02
36,南投,33,,PM2.5,μg/m3,202504,19.9
36,南投,38,,RH,%,202504,70
36,南投,143,,WS_HR,m/sec,202504,0.8
37,斗六,1,,SO2,ppb,202504,1.4
37,斗六,2,,CO,ppm,202504,0.27
37,斗六,3,,O3,ppb,202504,37
37,斗六,4,,PM10,μg/m3,202504,46
37,斗六,5,,NOx,ppb,202504,8.4
37,斗六,6,,NO,ppb,202504,1.2
37,斗六,7,,NO2,ppb,202504,7
37,斗六,8,,THC,ppm,202504,2.12
37,斗六,9,,NMHC,ppm,202504,0.04
37,斗六,10,,WIND_SPEED,m/sec,202504,1.5
37,斗六,14,,AMB_TEMP,℃,202504,24.4
37,斗六,31,,CH4,ppm,202504,2.06
37,斗六,33,,PM2.5,μg/m3,202504,22
37,斗六,38,,RH,%,202504,74
37,斗六,143,,WS_HR,m/sec,202504,1.2
38,崙背,1,,SO2,ppb,202504,1.4
38,崙背,2,,CO,ppm,202504,0.25
38,崙背,3,,O3,ppb,202504,36
38,崙背,4,,PM10,μg/m3,202504,51
38,崙背,5,,NOx,ppb,202504,7.9
38,崙背,6,,NO,ppb,202504,1.2
38,崙背,7,,NO2,ppb,202504,6
38,崙背,8,,THC,ppm,202504,2.38
38,崙背,9,,NMHC,ppm,202504,0.04
38,崙背,10,,WIND_SPEED,m/sec,202504,1.1
38,崙背,14,,AMB_TEMP,℃,202504,24.2
38,崙背,31,,CH4,ppm,202504,2.33
38,崙背,33,,PM2.5,μg/m3,202504,22.4
38,崙背,38,,RH,%,202504,75
38,崙背,143,,WS_HR,m/sec,202504,0.9
39,新港,1,,SO2,ppb,202504,2.1
39,新港,2,,CO,ppm,202504,0.24
39,新港,3,,O3,ppb,202504,37
39,新港,4,,PM10,μg/m3,202504,46
39,新港,5,,NOx,ppb,202504,8.5
39,新港,6,,NO,ppb,202504,0.8
39,新港,7,,NO2,ppb,202504,7
39,新港,10,,WIND_SPEED,m/sec,202504,1.7
39,新港,14,,AMB_TEMP,℃,202504,24.3
39,新港,33,,PM2.5,μg/m3,202504,20
39,新港,38,,RH,%,202504,79
39,新港,143,,WS_HR,m/sec,202504,1.5
40,朴子,1,,SO2,ppb,202504,0.9
40,朴子,2,,CO,ppm,202504,0.2
40,朴子,3,,O3,ppb,202504,38
40,朴子,4,,PM10,μg/m3,202504,46
40,朴子,5,,NOx,ppb,202504,7
40,朴子,6,,NO,ppb,202504,0.7
40,朴子,7,,NO2,ppb,202504,6
40,朴子,10,,WIND_SPEED,m/sec,202504,1.2
40,朴子,14,,AMB_TEMP,℃,202504,24.5
40,朴子,33,,PM2.5,μg/m3,202504,21.3
40,朴子,38,,RH,%,202504,78
40,朴子,143,,WS_HR,m/sec,202504,0.9
41,臺西,1,,SO2,ppb,202504,1.3
41,臺西,2,,CO,ppm,202504,0.22
41,臺西,3,,O3,ppb,202504,42
41,臺西,4,,PM10,μg/m3,202504,49
41,臺西,5,,NOx,ppb,202504,6.1
41,臺西,6,,NO,ppb,202504,0.4
41,臺西,7,,NO2,ppb,202504,5
41,臺西,8,,THC,ppm,202504,2.24
41,臺西,9,,NMHC,ppm,202504,0.02
41,臺西,10,,WIND_SPEED,m/sec,202504,2.9
41,臺西,14,,AMB_TEMP,℃,202504,24.2
41,臺西,31,,CH4,ppm,202504,2.22
41,臺西,33,,PM2.5,μg/m3,202504,18.2
41,臺西,38,,RH,%,202504,78
41,臺西,143,,WS_HR,m/sec,202504,2.5
42,嘉義,1,,SO2,ppb,202504,1.9
42,嘉義,2,,CO,ppm,202504,0.26
42,嘉義,3,,O3,ppb,202504,36
42,嘉義,4,,PM10,μg/m3,202504,42
42,嘉義,5,,NOx,ppb,202504,8.3
42,嘉義,6,,NO,ppb,202504,0.9
42,嘉義,7,,NO2,ppb,202504,7
42,嘉義,8,,THC,ppm,202504,2.11
42,嘉義,9,,NMHC,ppm,202504,0.04
42,嘉義,10,,WIND_SPEED,m/sec,202504,1.8
42,嘉義,14,,AMB_TEMP,℃,202504,25.1
42,嘉義,31,,CH4,ppm,202504,2.06
42,嘉義,33,,PM2.5,μg/m3,202504,19.5
42,嘉義,38,,RH,%,202504,67
42,嘉義,143,,WS_HR,m/sec,202504,1.5
43,新營,1,,SO2,ppb,202504,0.8
43,新營,2,,CO,ppm,202504,0.27
43,新營,3,,O3,ppb,202504,36
43,新營,4,,PM10,μg/m3,202504,45
43,新營,5,,NOx,ppb,202504,9.6
43,新營,6,,NO,ppb,202504,1.3
43,新營,7,,NO2,ppb,202504,8
43,新營,8,,THC,ppm,202504,2.31
43,新營,9,,NMHC,ppm,202504,0.02
43,新營,10,,WIND_SPEED,m/sec,202504,1.5
43,新營,14,,AMB_TEMP,℃,202504,24.9
43,新營,31,,CH4,ppm,202504,2.29
43,新營,33,,PM2.5,μg/m3,202504,19.9
43,新營,38,,RH,%,202504,73
43,新營,143,,WS_HR,m/sec,202504,1.3
44,善化,1,,SO2,ppb,202504,1.3
44,善化,2,,CO,ppm,202504,0.22
44,善化,3,,O3,ppb,202504,33
44,善化,4,,PM10,μg/m3,202504,43
44,善化,5,,NOx,ppb,202504,9.5
