siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
22,湖口,38,相對濕度,RH,%,202505,76
22,湖口,143,小時風速值,WS_HR,m/sec,202505,2.2
23,竹東,1,二氧化硫,SO2,ppb,202505,0.7
23,竹東,2,一氧化碳,CO,ppm,202505,0.22
23,竹東,3,臭氧,O3,ppb,202505,32
23,竹東,4,懸浮微粒,PM10,μg/m3,202505,20
23,竹東,5,氮氧化物,NOx,ppb,202505,7
23,竹東,6,一氧化氮,NO,ppb,202505,1
23,竹東,7,二氧化氮,NO2,ppb,202505,6
23,竹東,10,風速,WIND_SPEED,m/sec,202505,1.4
23,竹東,14,溫度,AMB_TEMP,℃,202505,26.1
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202505,11.6
23,竹東,38,相對濕度,RH,%,202505,82
23,竹東,143,小時風速值,WS_HR,m/sec,202505,1
24,新竹,1,二氧化硫,SO2,ppb,202505,1.2
24,新竹,2,一氧化碳,CO,ppm,202505,0.27
24,新竹,3,臭氧,O3,ppb,202505,34
24,新竹,4,懸浮微粒,PM10,μg/m3,202505,20
24,新竹,5,氮氧化物,NOx,ppb,202505,11.5
24,新竹,6,一氧化氮,NO,ppb,202505,1.4
24,新竹,7,二氧化氮,NO2,ppb,202505,10
24,新竹,8,總碳氫化物,THC,ppm,202505,2.17
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.05
24,新竹,10,風速,WIND_SPEED,m/sec,202505,1.6
24,新竹,14,溫度,AMB_TEMP,℃,202505,26.4
24,新竹,31,甲烷,CH4,ppm,202505,2.11
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202505,12.9
24,新竹,38,相對濕度,RH,%,202505,77
24,新竹,143,小時風速值,WS_HR,m/sec,202505,1.3
25,頭份,1,二氧化硫,SO2,ppb,202505,1.6
25,頭份,2,一氧化碳,CO,ppm,202505,0.24
25,頭份,3,臭氧,O3,ppb,202505,34
25,頭份,4,懸浮微粒,PM10,μg/m3,202505,24
25,頭份,5,氮氧化物,NOx,ppb,202505,9.4
25,頭份,6,一氧化氮,NO,ppb,202505,1.7
25,頭份,7,二氧化氮,NO2,ppb,202505,7
25,頭份,8,總碳氫化物,THC,ppm,202505,2.02
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.04
25,頭份,10,風速,WIND_SPEED,m/sec,202505,2
25,頭份,14,溫度,AMB_TEMP,℃,202505,26.5
25,頭份,31,甲烷,CH4,ppm,202505,1.97
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202505,12.9
25,頭份,38,相對濕度,RH,%,202505,74
25,頭份,143,小時風速值,WS_HR,m/sec,202505,1.7
26,苗栗,1,二氧化硫,SO2,ppb,202505,1.4
26,苗栗,2,一氧化碳,CO,ppm,202505,0.21
26,苗栗,3,臭氧,O3,ppb,202505,34
26,苗栗,4,懸浮微粒,PM10,μg/m3,202505,19
26,苗栗,5,氮氧化物,NOx,ppb,202505,8.5
26,苗栗,6,一氧化氮,NO,ppb,202505,1.4
26,苗栗,7,二氧化氮,NO2,ppb,202505,7
26,苗栗,10,風速,WIND_SPEED,m/sec,202505,2
26,苗栗,14,溫度,AMB_TEMP,℃,202505,26.5
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202505,11.6
26,苗栗,38,相對濕度,RH,%,202505,77
26,苗栗,143,小時風速值,WS_HR,m/sec,202505,1.6
27,三義,1,二氧化硫,SO2,ppb,202505,1.2
27,三義,2,一氧化碳,CO,ppm,202505,0.21
27,三義,3,臭氧,O3,ppb,202505,34
27,三義,4,懸浮微粒,PM10,μg/m3,202505,19
27,三義,5,氮氧化物,NOx,ppb,202505,6.1
27,三義,6,一氧化氮,NO,ppb,202505,1.5
27,三義,7,二氧化氮,NO2,ppb,202505,4
27,三義,10,風速,WIND_SPEED,m/sec,202505,2.2
27,三義,14,溫度,AMB_TEMP,℃,202505,24.5
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202505,11.1
27,三義,38,相對濕度,RH,%,202505,78
27,三義,143,小時風速值,WS_HR,m/sec,202505,2
28,豐原,1,二氧化硫,SO2,ppb,202505,1.2
28,豐原,2,一氧化碳,CO,ppm,202505,0.24
28,豐原,3,臭氧,O3,ppb,202505,34
28,豐原,4,懸浮微粒,PM10,μg/m3,202505,21
28,豐原,5,氮氧化物,NOx,ppb,202505,7.9
28,豐原,6,一氧化氮,NO,ppb,202505,1.2
28,豐原,7,二氧化氮,NO2,ppb,202505,6
28,豐原,8,總碳氫化物,THC,ppm,202505,2
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.07
28,豐原,10,風速,WIND_SPEED,m/sec,202505,2
28,豐原,14,溫度,AMB_TEMP,℃,202505,26.2
28,豐原,31,甲烷,CH4,ppm,202505,1.93
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202505,9.8
28,豐原,38,相對濕度,RH,%,202505,74
28,豐原,143,小時風速值,WS_HR,m/sec,202505,1.7
29,沙鹿,1,二氧化硫,SO2,ppb,202505,1.3
29,沙鹿,2,一氧化碳,CO,ppm,202505,0.24
29,沙鹿,3,臭氧,O3,ppb,202505,33
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202505,28
29,沙鹿,5,氮氧化物,NOx,ppb,202505,10.4
29,沙鹿,6,一氧化氮,NO,ppb,202505,1.3
29,沙鹿,7,二氧化氮,NO2,ppb,202505,9
29,沙鹿,10,風速,WIND_SPEED,m/sec,202505,1.9
29,沙鹿,14,溫度,AMB_TEMP,℃,202505,27
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202505,13.2
29,沙鹿,38,相對濕度,RH,%,202505,77
29,沙鹿,143,小時風速值,WS_HR,m/sec,202505,1.1
30,大里,1,二氧化硫,SO2,ppb,202505,1.3
30,大里,2,一氧化碳,CO,ppm,202505,0.3
30,大里,3,臭氧,O3,ppb,202505,29
30,大里,4,懸浮微粒,PM10,μg/m3,202505,25
30,大里,5,氮氧化物,NOx,ppb,202505,12.1
30,大里,6,一氧化氮,NO,ppb,202505,1.7
30,大里,7,二氧化氮,NO2,ppb,202505,10
30,大里,8,總碳氫化物,THC,ppm,202505,2.25
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.09
30,大里,10,風速,WIND_SPEED,m/sec,202505,1.5
30,大里,14,溫度,AMB_TEMP,℃,202505,27.5
30,大里,31,甲烷,CH4,ppm,202505,2.17
30,大里,33,細懸浮微粒,PM2.5,μg/m3,202505,14
30,大里,38,相對濕度,RH,%,202505,74
30,大里,143,小時風速值,WS_HR,m/sec,202505,1.2
31,忠明,1,二氧化硫,SO2,ppb,202505,1.4
31,忠明,2,一氧化碳,CO,ppm,202505,0.28
31,忠明,3,臭氧,O3,ppb,202505,28
31,忠明,4,懸浮微粒,PM10,μg/m3,202505,24
31,忠明,5,氮氧化物,NOx,ppb,202505,12.7
31,忠明,6,一氧化氮,NO,ppb,202505,2
31,忠明,7,二氧化氮,NO2,ppb,202505,10
31,忠明,8,總碳氫化物,THC,ppm,202505,2.13
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.07
31,忠明,10,風速,WIND_SPEED,m/sec,202505,1.4
31,忠明,14,溫度,AMB_TEMP,℃,202505,27.8
31,忠明,31,甲烷,CH4,ppm,202505,2.04
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202505,12.6
31,忠明,38,相對濕度,RH,%,202505,72
31,忠明,143,小時風速值,WS_HR,m/sec,202505,1.1
32,西屯,1,二氧化硫,SO2,ppb,202505,1.3
32,西屯,2,一氧化碳,CO,ppm,202505,0.24
32,西屯,3,臭氧,O3,ppb,202505,30
32,西屯,4,懸浮微粒,PM10,μg/m3,202505,29
32,西屯,5,氮氧化物,NOx,ppb,202505,13.6
32,西屯,6,一氧化氮,NO,ppb,202505,2.3
32,西屯,7,二氧化氮,NO2,ppb,202505,11
32,西屯,8,總碳氫化物,THC,ppm,202505,2.16
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.09
32,西屯,10,風速,WIND_SPEED,m/sec,202505,1.6
32,西屯,14,溫度,AMB_TEMP,℃,202505,27.1
32,西屯,31,甲烷,CH4,ppm,202505,2.06
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202505,13.5
32,西屯,38,相對濕度,RH,%,202505,78
32,西屯,143,小時風速值,WS_HR,m/sec,202505,1.4
33,彰化,1,二氧化硫,SO2,ppb,202505,1.4
33,彰化,2,一氧化碳,CO,ppm,202505,0.24
33,彰化,3,臭氧,O3,ppb,202505,30
33,彰化,4,懸浮微粒,PM10,μg/m3,202505,23
33,彰化,5,氮氧化物,NOx,ppb,202505,10.4
33,彰化,6,一氧化氮,NO,ppb,202505,1.3
33,彰化,7,二氧化氮,NO2,ppb,202505,9
33,彰化,8,總碳氫化物,THC,ppm,202505,2.17
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.07
33,彰化,10,風速,WIND_SPEED,m/sec,202505,1.2
33,彰化,14,溫度,AMB_TEMP,℃,202505,27.6
33,彰化,31,甲烷,CH4,ppm,202505,2.08
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202505,12.7
33,彰化,38,相對濕度,RH,%,202505,74
33,彰化,143,小時風速值,WS_HR,m/sec,202505,0.9
34,線西,1,二氧化硫,SO2,ppb,202505,1.3
34,線西,2,一氧化碳,CO,ppm,202505,0.22
34,線西,3,臭氧,O3,ppb,202505,37
34,線西,4,懸浮微粒,PM10,μg/m3,202505,27
34,線西,5,氮氧化物,NOx,ppb,202505,8.8
34,線西,6,一氧化氮,NO,ppb,202505,1.1
34,線西,7,二氧化氮,NO2,ppb,202505,7
34,線西,8,總碳氫化物,THC,ppm,202505,2.06
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.04
34,線西,10,風速,WIND_SPEED,m/sec,202505,2.3
34,線西,14,溫度,AMB_TEMP,℃,202505,26.7
34,線西,31,甲烷,CH4,ppm,202505,2
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202505,13.2
34,線西,38,相對濕度,RH,%,202505,81
34,線西,143,小時風速值,WS_HR,m/sec,202505,2.1
35,二林,1,二氧化硫,SO2,ppb,202505,1.5
35,二林,2,一氧化碳,CO,ppm,202505,0.22
35,二林,3,臭氧,O3,ppb,202505,33
35,二林,4,懸浮微粒,PM10,μg/m3,202505,34
35,二林,5,氮氧化物,NOx,ppb,202505,6.6
35,二林,6,一氧化氮,NO,ppb,202505,0.7
35,二林,7,二氧化氮,NO2,ppb,202505,5
35,二林,8,總碳氫化物,THC,ppm,202505,2.15
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.04
35,二林,10,風速,WIND_SPEED,m/sec,202505,1.8
35,二林,14,溫度,AMB_TEMP,℃,202505,27.1
35,二林,31,甲烷,CH4,ppm,202505,2.11
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202505,14.1
35,二林,38,相對濕度,RH,%,202505,80
35,二林,143,小時風速值,WS_HR,m/sec,202505,1.6
36,南投,1,二氧化硫,SO2,ppb,202505,1
36,南投,2,一氧化碳,CO,ppm,202505,0.23
36,南投,3,臭氧,O3,ppb,202505,30
36,南投,4,懸浮微粒,PM10,μg/m3,202505,26
36,南投,5,氮氧化物,NOx,ppb,202505,9.1
36,南投,6,一氧化氮,NO,ppb,202505,1.1
36,南投,7,二氧化氮,NO2,ppb,202505,7
36,南投,8,總碳氫化物,THC,ppm,202505,2.04
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,202505,0.05
36,南投,10,風速,WIND_SPEED,m/sec,202505,1.4
