siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
7,新莊,10,風速,WIND_SPEED,m/sec,202508,2.4
7,新莊,14,溫度,AMB_TEMP,℃,202508,30.4
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,202508,7.8
7,新莊,38,相對濕度,RH,%,202508,71
7,新莊,143,小時風速值,WS_HR,m/sec,202508,2.1
8,菜寮,1,二氧化硫,SO2,ppb,202508,0.7
8,菜寮,2,一氧化碳,CO,ppm,202508,0.24
8,菜寮,3,臭氧,O3,ppb,202508,19
8,菜寮,4,懸浮微粒,PM10,μg/m3,202508,18
8,菜寮,5,氮氧化物,NOx,ppb,202508,11.8
8,菜寮,6,一氧化氮,NO,ppb,202508,2.2
8,菜寮,7,二氧化氮,NO2,ppb,202508,9
8,菜寮,10,風速,WIND_SPEED,m/sec,202508,2.2
8,菜寮,14,溫度,AMB_TEMP,℃,202508,31.2
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,202508,7.2
8,菜寮,38,相對濕度,RH,%,202508,67
8,菜寮,143,小時風速值,WS_HR,m/sec,202508,1.9
9,林口,1,二氧化硫,SO2,ppb,202508,0.7
9,林口,2,一氧化碳,CO,ppm,202508,0.18
9,林口,3,臭氧,O3,ppb,202508,20
9,林口,4,懸浮微粒,PM10,μg/m3,202508,15
9,林口,5,氮氧化物,NOx,ppb,202508,11.4
9,林口,6,一氧化氮,NO,ppb,202508,2.7
9,林口,7,二氧化氮,NO2,ppb,202508,8
9,林口,10,風速,WIND_SPEED,m/sec,202508,2.2
9,林口,14,溫度,AMB_TEMP,℃,202508,28.6
9,林口,33,細懸浮微粒,PM2.5,μg/m3,202508,7.7
9,林口,38,相對濕度,RH,%,202508,74
9,林口,143,小時風速值,WS_HR,m/sec,202508,1.8
10,淡水,1,二氧化硫,SO2,ppb,202508,0.9
10,淡水,2,一氧化碳,CO,ppm,202508,0.16
10,淡水,3,臭氧,O3,ppb,202508,20
10,淡水,4,懸浮微粒,PM10,μg/m3,202508,22
10,淡水,5,氮氧化物,NOx,ppb,202508,7.8
10,淡水,6,一氧化氮,NO,ppb,202508,1.6
10,淡水,7,二氧化氮,NO2,ppb,202508,6
10,淡水,10,風速,WIND_SPEED,m/sec,202508,2.2
10,淡水,14,溫度,AMB_TEMP,℃,202508,29.6
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,202508,7.3
10,淡水,38,相對濕度,RH,%,202508,72
11,士林,1,二氧化硫,SO2,ppb,202508,0.9
11,士林,2,一氧化碳,CO,ppm,202508,0.17
11,士林,3,臭氧,O3,ppb,202508,18
11,士林,4,懸浮微粒,PM10,μg/m3,202508,16
11,士林,5,氮氧化物,NOx,ppb,202508,7.7
11,士林,6,一氧化氮,NO,ppb,202508,1.5
11,士林,7,二氧化氮,NO2,ppb,202508,6
11,士林,10,風速,WIND_SPEED,m/sec,202508,1.7
11,士林,14,溫度,AMB_TEMP,℃,202508,30.7
11,士林,33,細懸浮微粒,PM2.5,μg/m3,202508,7.1
11,士林,38,相對濕度,RH,%,202508,70
11,士林,143,小時風速值,WS_HR,m/sec,202508,1.2
12,中山,1,二氧化硫,SO2,ppb,202508,0.7
12,中山,2,一氧化碳,CO,ppm,202508,0.27
12,中山,3,臭氧,O3,ppb,202508,16
12,中山,4,懸浮微粒,PM10,μg/m3,202508,17
12,中山,5,氮氧化物,NOx,ppb,202508,15.1
12,中山,6,一氧化氮,NO,ppb,202508,4.3
12,中山,7,二氧化氮,NO2,ppb,202508,10
12,中山,8,總碳氫化物,THC,ppm,202508,2.04
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.07
12,中山,10,風速,WIND_SPEED,m/sec,202508,2
12,中山,14,溫度,AMB_TEMP,℃,202508,31
12,中山,31,甲烷,CH4,ppm,202508,1.96
12,中山,33,細懸浮微粒,PM2.5,μg/m3,202508,8.9
12,中山,38,相對濕度,RH,%,202508,59
12,中山,143,小時風速值,WS_HR,m/sec,202508,1.5
13,萬華,1,二氧化硫,SO2,ppb,202508,0.9
13,萬華,2,一氧化碳,CO,ppm,202508,0.24
13,萬華,3,臭氧,O3,ppb,202508,16
13,萬華,4,懸浮微粒,PM10,μg/m3,202508,15
13,萬華,5,氮氧化物,NOx,ppb,202508,13.6
13,萬華,6,一氧化氮,NO,ppb,202508,2.9
13,萬華,7,二氧化氮,NO2,ppb,202508,10
13,萬華,8,總碳氫化物,THC,ppm,202508,2.13
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
13,萬華,10,風速,WIND_SPEED,m/sec,202508,1.7
13,萬華,14,溫度,AMB_TEMP,℃,202508,31.1
13,萬華,31,甲烷,CH4,ppm,202508,2.06
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202508,6
13,萬華,38,相對濕度,RH,%,202508,63
13,萬華,143,小時風速值,WS_HR,m/sec,202508,1.3
14,古亭,1,二氧化硫,SO2,ppb,202508,1.2
14,古亭,2,一氧化碳,CO,ppm,202508,0.16
14,古亭,3,臭氧,O3,ppb,202508,19
14,古亭,4,懸浮微粒,PM10,μg/m3,202508,16
14,古亭,5,氮氧化物,NOx,ppb,202508,8.7
14,古亭,6,一氧化氮,NO,ppb,202508,1.9
14,古亭,7,二氧化氮,NO2,ppb,202508,6
14,古亭,8,總碳氫化物,THC,ppm,202508,1.95
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.03
14,古亭,10,風速,WIND_SPEED,m/sec,202508,1.6
14,古亭,14,溫度,AMB_TEMP,℃,202508,30.6
14,古亭,31,甲烷,CH4,ppm,202508,1.91
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,202508,6.2
14,古亭,38,相對濕度,RH,%,202508,69
14,古亭,143,小時風速值,WS_HR,m/sec,202508,1.1
15,松山,1,二氧化硫,SO2,ppb,202508,1
15,松山,2,一氧化碳,CO,ppm,202508,0.19
15,松山,3,臭氧,O3,ppb,202508,16
15,松山,4,懸浮微粒,PM10,μg/m3,202508,11
15,松山,5,氮氧化物,NOx,ppb,202508,14.8
15,松山,6,一氧化氮,NO,ppb,202508,4.3
15,松山,7,二氧化氮,NO2,ppb,202508,10
15,松山,8,總碳氫化物,THC,ppm,202508,2.04
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
15,松山,10,風速,WIND_SPEED,m/sec,202508,1.4
15,松山,14,溫度,AMB_TEMP,℃,202508,30.6
15,松山,31,甲烷,CH4,ppm,202508,1.98
15,松山,33,細懸浮微粒,PM2.5,μg/m3,202508,8.3
15,松山,38,相對濕度,RH,%,202508,66
15,松山,143,小時風速值,WS_HR,m/sec,202508,1
16,大同,1,二氧化硫,SO2,ppb,202508,0.7
16,大同,2,一氧化碳,CO,ppm,202508,0.66
16,大同,3,臭氧,O3,ppb,202508,12
16,大同,4,懸浮微粒,PM10,μg/m3,202508,22
16,大同,5,氮氧化物,NOx,ppb,202508,35.6
16,大同,6,一氧化氮,NO,ppb,202508,20.2
16,大同,7,二氧化氮,NO2,ppb,202508,15
16,大同,8,總碳氫化物,THC,ppm,202508,2.25
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.19
16,大同,10,風速,WIND_SPEED,m/sec,202508,
16,大同,14,溫度,AMB_TEMP,℃,202508,
16,大同,31,甲烷,CH4,ppm,202508,2.04
16,大同,33,細懸浮微粒,PM2.5,μg/m3,202508,11.7
16,大同,38,相對濕度,RH,%,202508,65
16,大同,143,小時風速值,WS_HR,m/sec,202508,
17,桃園,1,二氧化硫,SO2,ppb,202508,0.9
17,桃園,2,一氧化碳,CO,ppm,202508,0.21
17,桃園,3,臭氧,O3,ppb,202508,21
17,桃園,4,懸浮微粒,PM10,μg/m3,202508,15
17,桃園,5,氮氧化物,NOx,ppb,202508,11.4
17,桃園,6,一氧化氮,NO,ppb,202508,1.9
17,桃園,7,二氧化氮,NO2,ppb,202508,9
17,桃園,8,總碳氫化物,THC,ppm,202508,2.12
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.08
17,桃園,10,風速,WIND_SPEED,m/sec,202508,1.7
17,桃園,14,溫度,AMB_TEMP,℃,202508,30.6
17,桃園,31,甲烷,CH4,ppm,202508,2.02
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,202508,6.7
17,桃園,38,相對濕度,RH,%,202508,64
17,桃園,143,小時風速值,WS_HR,m/sec,202508,1.3
18,大園,1,二氧化硫,SO2,ppb,202508,1
18,大園,2,一氧化碳,CO,ppm,202508,0.16
18,大園,3,臭氧,O3,ppb,202508,21
18,大園,4,懸浮微粒,PM10,μg/m3,202508,21
18,大園,5,氮氧化物,NOx,ppb,202508,9.8
18,大園,6,一氧化氮,NO,ppb,202508,2
18,大園,7,二氧化氮,NO2,ppb,202508,7
18,大園,10,風速,WIND_SPEED,m/sec,202508,3
18,大園,14,溫度,AMB_TEMP,℃,202508,30.2
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202508,6.3
18,大園,38,相對濕度,RH,%,202508,63
18,大園,143,小時風速值,WS_HR,m/sec,202508,2.8
19,觀音,1,二氧化硫,SO2,ppb,202508,1.2
19,觀音,2,一氧化碳,CO,ppm,202508,0.11
19,觀音,3,臭氧,O3,ppb,202508,22
19,觀音,4,懸浮微粒,PM10,μg/m3,202508,15
19,觀音,5,氮氧化物,NOx,ppb,202508,7.2
19,觀音,6,一氧化氮,NO,ppb,202508,1.3
19,觀音,7,二氧化氮,NO2,ppb,202508,5
19,觀音,10,風速,WIND_SPEED,m/sec,202508,2.9
19,觀音,14,溫度,AMB_TEMP,℃,202508,30.1
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202508,7.8
19,觀音,38,相對濕度,RH,%,202508,69
19,觀音,143,小時風速值,WS_HR,m/sec,202508,2.6
20,平鎮,1,二氧化硫,SO2,ppb,202508,0.6
20,平鎮,2,一氧化碳,CO,ppm,202508,0.18
20,平鎮,3,臭氧,O3,ppb,202508,24
20,平鎮,4,懸浮微粒,PM10,μg/m3,202508,17
20,平鎮,5,氮氧化物,NOx,ppb,202508,10.4
20,平鎮,6,一氧化氮,NO,ppb,202508,1.8
20,平鎮,7,二氧化氮,NO2,ppb,202508,8
20,平鎮,10,風速,WIND_SPEED,m/sec,202508,1.4
20,平鎮,14,溫度,AMB_TEMP,℃,202508,30.7
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202508,7.4
20,平鎮,38,相對濕度,RH,%,202508,68
20,平鎮,143,小時風速值,WS_HR,m/sec,202508,1.1
21,龍潭,1,二氧化硫,SO2,ppb,202508,1.3
21,龍潭,2,一氧化碳,CO,ppm,202508,0.17
21,龍潭,3,臭氧,O3,ppb,202508,23
21,龍潭,4,懸浮微粒,PM10,μg/m3,202508,17
21,龍潭,5,氮氧化物,NOx,ppb,202508,8.5
21,龍潭,6,一氧化氮,NO,ppb,202508,1.7
21,龍潭,7,二氧化氮,NO2,ppb,202508,6
21,龍潭,10,風速,WIND_SPEED,m/sec,202508,2.1
21,龍潭,14,溫度,AMB_TEMP,℃,202508,28.9
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202508,9.9
21,龍潭,38,相對濕度,RH,%,202508,76
21,龍潭,143,小時風速值,WS_HR,m/sec,202508,1.8
22,湖口,1,二氧化硫,SO2,ppb,202508,0.9
22,湖口,2,一氧化碳,CO,ppm,202508,0.15
22,湖口,3,臭氧,O3,ppb,202508,24
22,湖口,4,懸浮微粒,PM10,μg/m3,202508,16
22,湖口,5,氮氧化物,NOx,ppb,202508,8.1
22,湖口,6,一氧化氮,NO,ppb,202508,1.3
22,湖口,7,二氧化氮,NO2,ppb,202508,6
22,湖口,10,風速,WIND_SPEED,m/sec,202508,2.4
22,湖口,14,溫度,AMB_TEMP,℃,202508,30.1
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202508,8
22,湖口,38,相對濕度,RH,%,202508,68
22,湖口,143,小時風速值,WS_HR,m/sec,202508,2
23,竹東,1,二氧化硫,SO2,ppb,202508,0.6
23,竹東,2,一氧化碳,CO,ppm,202508,0.16
23,竹東,3,臭氧,O3,ppb,202508,23
23,竹東,4,懸浮微粒,PM10,μg/m3,202508,17
23,竹東,5,氮氧化物,NOx,ppb,202508,5.2
23,竹東,6,一氧化氮,NO,ppb,202508,0.9
23,竹東,7,二氧化氮,NO2,ppb,202508,4
23,竹東,10,風速,WIND_SPEED,m/sec,202508,1.7
23,竹東,14,溫度,AMB_TEMP,℃,202508,29.7
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202508,7.7
23,竹東,38,相對濕度,RH,%,202508,79
23,竹東,143,小時風速值,WS_HR,m/sec,202508,1.3
24,新竹,1,二氧化硫,SO2,ppb,202508,1.4
24,新竹,2,一氧化碳,CO,ppm,202508,0.19
24,新竹,3,臭氧,O3,ppb,202508,24
24,新竹,4,懸浮微粒,PM10,μg/m3,202508,16
24,新竹,5,氮氧化物,NOx,ppb,202508,10.3
24,新竹,6,一氧化氮,NO,ppb,202508,1.6
24,新竹,7,二氧化氮,NO2,ppb,202508,8
24,新竹,8,總碳氫化物,THC,ppm,202508,2.12
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.04
24,新竹,10,風速,WIND_SPEED,m/sec,202508,1.5
24,新竹,14,溫度,AMB_TEMP,℃,202508,30.5
24,新竹,31,甲烷,CH4,ppm,202508,2.06
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202508,8.2
24,新竹,38,相對濕度,RH,%,202508,73
24,新竹,143,小時風速值,WS_HR,m/sec,202508,1.2
25,頭份,1,二氧化硫,SO2,ppb,202508,1.5
25,頭份,2,一氧化碳,CO,ppm,202508,0.16
25,頭份,3,臭氧,O3,ppb,202508,26
25,頭份,4,懸浮微粒,PM10,μg/m3,202508,20
25,頭份,5,氮氧化物,NOx,ppb,202508,6.2
25,頭份,6,一氧化氮,NO,ppb,202508,1.6
25,頭份,7,二氧化氮,NO2,ppb,202508,4
25,頭份,8,總碳氫化物,THC,ppm,202508,1.93
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.03
25,頭份,10,風速,WIND_SPEED,m/sec,202508,2.2
25,頭份,14,溫度,AMB_TEMP,℃,202508,30
25,頭份,31,甲烷,CH4,ppm,202508,1.89
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202508,11.1
25,頭份,38,相對濕度,RH,%,202508,69
25,頭份,143,小時風速值,WS_HR,m/sec,202508,1.9
26,苗栗,1,二氧化硫,SO2,ppb,202508,1.3
26,苗栗,2,一氧化碳,CO,ppm,202508,0.16
26,苗栗,3,臭氧,O3,ppb,202508,28
26,苗栗,4,懸浮微粒,PM10,μg/m3,202508,15
26,苗栗,5,氮氧化物,NOx,ppb,202508,6.2
26,苗栗,6,一氧化氮,NO,ppb,202508,1.3
26,苗栗,7,二氧化氮,NO2,ppb,202508,4
26,苗栗,10,風速,WIND_SPEED,m/sec,202508,2.3
26,苗栗,14,溫度,AMB_TEMP,℃,202508,29.8
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202508,8.2
26,苗栗,38,相對濕度,RH,%,202508,70
26,苗栗,143,小時風速值,WS_HR,m/sec,202508,1.9
27,三義,1,二氧化硫,SO2,ppb,202508,1
27,三義,2,一氧化碳,CO,ppm,202508,0.15
27,三義,3,臭氧,O3,ppb,202508,27
27,三義,4,懸浮微粒,PM10,μg/m3,202508,16
27,三義,5,氮氧化物,NOx,ppb,202508,4.5
27,三義,6,一氧化氮,NO,ppb,202508,1.2
27,三義,7,二氧化氮,NO2,ppb,202508,3
27,三義,10,風速,WIND_SPEED,m/sec,202508,2.2
27,三義,14,溫度,AMB_TEMP,℃,202508,27.2
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202508,9.1
27,三義,38,相對濕度,RH,%,202508,76
27,三義,143,小時風速值,WS_HR,m/sec,202508,2
28,豐原,1,二氧化硫,SO2,ppb,202508,1
28,豐原,2,一氧化碳,CO,ppm,202508,0.19
28,豐原,3,臭氧,O3,ppb,202508,28
28,豐原,4,懸浮微粒,PM10,μg/m3,202508,18
28,豐原,5,氮氧化物,NOx,ppb,202508,6.5
28,豐原,6,一氧化氮,NO,ppb,202508,1.3
28,豐原,7,二氧化氮,NO2,ppb,202508,5
28,豐原,8,總碳氫化物,THC,ppm,202508,2
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.06
28,豐原,10,風速,WIND_SPEED,m/sec,202508,2.1
28,豐原,14,溫度,AMB_TEMP,℃,202508,28
28,豐原,31,甲烷,CH4,ppm,202508,1.94
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202508,8.5
28,豐原,38,相對濕度,RH,%,202508,78
28,豐原,143,小時風速值,WS_HR,m/sec,202508,1.8
29,沙鹿,1,二氧化硫,SO2,ppb,202508,0.9
29,沙鹿,2,一氧化碳,CO,ppm,202508,0.17
29,沙鹿,3,臭氧,O3,ppb,202508,27
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202508,21
29,沙鹿,5,氮氧化物,NOx,ppb,202508,7.9
29,沙鹿,6,一氧化氮,NO,ppb,202508,1.3
29,沙鹿,7,二氧化氮,NO2,ppb,202508,6
29,沙鹿,10,風速,WIND_SPEED,m/sec,202508,2.1
29,沙鹿,14,溫度,AMB_TEMP,℃,202508,29.6
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202508,8.9
29,沙鹿,38,相對濕度,RH,%,202508,74
29,沙鹿,143,小時風速值,WS_HR,m/sec,202508,1.6
30,大里,1,二氧化硫,SO2,ppb,202508,1.1
30,大里,2,一氧化碳,CO,ppm,202508,0.22
30,大里,3,臭氧,O3,ppb,202508,25
30,大里,4,懸浮微粒,PM10,μg/m3,202508,18
30,大里,5,氮氧化物,NOx,ppb,202508,8.1
30,大里,6,一氧化氮,NO,ppb,202508,1.7
30,大里,7,二氧化氮,NO2,ppb,202508,6
30,大里,8,總碳氫化物,THC,ppm,202508,2.16
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.06
30,大里,10,風速,WIND_SPEED,m/sec,202508,1.5
30,大里,14,溫度,AMB_TEMP,℃,202508,29.4
30,大里,31,甲烷,CH4,ppm,202508,2.1
30,大里,33,細懸浮微粒,PM2.5,μg/m3,202508,12
30,大里,38,相對濕度,RH,%,202508,77
30,大里,143,小時風速值,WS_HR,m/sec,202508,1.2
31,忠明,1,二氧化硫,SO2,ppb,202508,1.3
31,忠明,2,一氧化碳,CO,ppm,202508,0.21
31,忠明,3,臭氧,O3,ppb,202508,26
31,忠明,4,懸浮微粒,PM10,μg/m3,202508,18
31,忠明,5,氮氧化物,NOx,ppb,202508,8.7
31,忠明,6,一氧化氮,NO,ppb,202508,1.8
31,忠明,7,二氧化氮,NO2,ppb,202508,6
31,忠明,8,總碳氫化物,THC,ppm,202508,2.04
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
31,忠明,10,風速,WIND_SPEED,m/sec,202508,1.5
31,忠明,14,溫度,AMB_TEMP,℃,202508,30
31,忠明,31,甲烷,CH4,ppm,202508,1.98
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202508,10.3
31,忠明,38,相對濕度,RH,%,202508,70
31,忠明,143,小時風速值,WS_HR,m/sec,202508,1.1
32,西屯,1,二氧化硫,SO2,ppb,202508,1.3
32,西屯,2,一氧化碳,CO,ppm,202508,0.17
32,西屯,3,臭氧,O3,ppb,202508,23
32,西屯,4,懸浮微粒,PM10,μg/m3,202508,20
32,西屯,5,氮氧化物,NOx,ppb,202508,9.9
32,西屯,6,一氧化氮,NO,ppb,202508,2.2
32,西屯,7,二氧化氮,NO2,ppb,202508,7
32,西屯,8,總碳氫化物,THC,ppm,202508,2.02
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
32,西屯,10,風速,WIND_SPEED,m/sec,202508,1.9
32,西屯,14,溫度,AMB_TEMP,℃,202508,29.6
32,西屯,31,甲烷,CH4,ppm,202508,1.96
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202508,8.7
32,西屯,38,相對濕度,RH,%,202508,79
32,西屯,143,小時風速值,WS_HR,m/sec,202508,1.6
33,彰化,1,二氧化硫,SO2,ppb,202508,1.4
33,彰化,2,一氧化碳,CO,ppm,202508,0.17
33,彰化,3,臭氧,O3,ppb,202508,26
33,彰化,4,懸浮微粒,PM10,μg/m3,202508,19
33,彰化,5,氮氧化物,NOx,ppb,202508,7
33,彰化,6,一氧化氮,NO,ppb,202508,1.3
33,彰化,7,二氧化氮,NO2,ppb,202508,5
33,彰化,8,總碳氫化物,THC,ppm,202508,2.04
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.04
33,彰化,10,風速,WIND_SPEED,m/sec,202508,1.8
33,彰化,14,溫度,AMB_TEMP,℃,202508,29.8
33,彰化,31,甲烷,CH4,ppm,202508,2
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202508,9.5
33,彰化,38,相對濕度,RH,%,202508,73
33,彰化,143,小時風速值,WS_HR,m/sec,202508,1.4
34,線西,1,二氧化硫,SO2,ppb,202508,1.1
34,線西,2,一氧化碳,CO,ppm,202508,0.14
34,線西,3,臭氧,O3,ppb,202508,27
34,線西,4,懸浮微粒,PM10,μg/m3,202508,20
34,線西,5,氮氧化物,NOx,ppb,202508,6.1
34,線西,6,一氧化氮,NO,ppb,202508,1.1
34,線西,7,二氧化氮,NO2,ppb,202508,4
34,線西,8,總碳氫化物,THC,ppm,202508,2.04
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.03
34,線西,10,風速,WIND_SPEED,m/sec,202508,2.5
34,線西,14,溫度,AMB_TEMP,℃,202508,29.3
34,線西,31,甲烷,CH4,ppm,202508,1.99
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202508,8.6
34,線西,38,相對濕度,RH,%,202508,80
34,線西,143,小時風速值,WS_HR,m/sec,202508,2.2
35,二林,1,二氧化硫,SO2,ppb,202508,1
35,二林,2,一氧化碳,CO,ppm,202508,0.15
35,二林,3,臭氧,O3,ppb,202508,24
35,二林,4,懸浮微粒,PM10,μg/m3,202508,24
35,二林,5,氮氧化物,NOx,ppb,202508,4.7
35,二林,6,一氧化氮,NO,ppb,202508,1
35,二林,7,二氧化氮,NO2,ppb,202508,3
35,二林,8,總碳氫化物,THC,ppm,202508,2.19
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.01
35,二林,10,風速,WIND_SPEED,m/sec,202508,1.9
35,二林,14,溫度,AMB_TEMP,℃,202508,29.5
35,二林,31,甲烷,CH4,ppm,202508,2.17
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202508,9.4
35,二林,38,相對濕度,RH,%,202508,81
35,二林,143,小時風速值,WS_HR,m/sec,202508,1.7
36,南投,1,二氧化硫,SO2,ppb,202508,0.9
36,南投,2,一氧化碳,CO,ppm,202508,0.16
36,南投,3,臭氧,O3,ppb,202508,26
36,南投,4,懸浮微粒,PM10,μg/m3,202508,20
36,南投,5,氮氧化物,NOx,ppb,202508,5.7
36,南投,6,一氧化氮,NO,ppb,202508,1.1
36,南投,7,二氧化氮,NO2,ppb,202508,4
36,南投,8,總碳氫化物,THC,ppm,202508,2.02
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
