siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
6,板橋,7,二氧化氮,NO2,ppb,202510,10
6,板橋,8,總碳氫化物,THC,ppm,202510,2.08
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.05
6,板橋,10,風速,WIND_SPEED,m/sec,202510,1.7
6,板橋,14,溫度,AMB_TEMP,℃,202510,27.4
6,板橋,31,甲烷,CH4,ppm,202510,2.02
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,202510,8.6
6,板橋,38,相對濕度,RH,%,202510,74
6,板橋,143,小時風速值,WS_HR,m/sec,202510,1.4
7,新莊,1,二氧化硫,SO2,ppb,202510,0.5
7,新莊,2,一氧化碳,CO,ppm,202510,0.2
7,新莊,3,臭氧,O3,ppb,202510,30
7,新莊,4,懸浮微粒,PM10,μg/m3,202510,23
7,新莊,5,氮氧化物,NOx,ppb,202510,10.5
7,新莊,6,一氧化氮,NO,ppb,202510,1.3
7,新莊,7,二氧化氮,NO2,ppb,202510,9
7,新莊,10,風速,WIND_SPEED,m/sec,202510,3
7,新莊,14,溫度,AMB_TEMP,℃,202510,27.2
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,202510,7.9
7,新莊,38,相對濕度,RH,%,202510,79
7,新莊,143,小時風速值,WS_HR,m/sec,202510,2.7
8,菜寮,1,二氧化硫,SO2,ppb,202510,0.7
8,菜寮,2,一氧化碳,CO,ppm,202510,0.26
8,菜寮,3,臭氧,O3,ppb,202510,28
8,菜寮,4,懸浮微粒,PM10,μg/m3,202510,18
8,菜寮,5,氮氧化物,NOx,ppb,202510,11.9
8,菜寮,6,一氧化氮,NO,ppb,202510,1.5
8,菜寮,7,二氧化氮,NO2,ppb,202510,10
8,菜寮,10,風速,WIND_SPEED,m/sec,202510,2.2
8,菜寮,14,溫度,AMB_TEMP,℃,202510,27.8
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,202510,7
8,菜寮,38,相對濕度,RH,%,202510,76
8,菜寮,143,小時風速值,WS_HR,m/sec,202510,1.9
9,林口,1,二氧化硫,SO2,ppb,202510,0.7
9,林口,2,一氧化碳,CO,ppm,202510,0.19
9,林口,3,臭氧,O3,ppb,202510,31
9,林口,4,懸浮微粒,PM10,μg/m3,202510,16
9,林口,5,氮氧化物,NOx,ppb,202510,10.5
9,林口,6,一氧化氮,NO,ppb,202510,2.1
9,林口,7,二氧化氮,NO2,ppb,202510,8
9,林口,10,風速,WIND_SPEED,m/sec,202510,2.7
9,林口,14,溫度,AMB_TEMP,℃,202510,25.2
9,林口,33,細懸浮微粒,PM2.5,μg/m3,202510,8.1
9,林口,38,相對濕度,RH,%,202510,84
9,林口,143,小時風速值,WS_HR,m/sec,202510,2.4
10,淡水,1,二氧化硫,SO2,ppb,202510,0.9
10,淡水,2,一氧化碳,CO,ppm,202510,0.21
10,淡水,3,臭氧,O3,ppb,202510,30
10,淡水,4,懸浮微粒,PM10,μg/m3,202510,27
10,淡水,5,氮氧化物,NOx,ppb,202510,7.5
10,淡水,6,一氧化氮,NO,ppb,202510,2.2
10,淡水,7,二氧化氮,NO2,ppb,202510,5
10,淡水,10,風速,WIND_SPEED,m/sec,202510,x
10,淡水,14,溫度,AMB_TEMP,℃,202510,x
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,202510,7.8
10,淡水,38,相對濕度,RH,%,202510,x
11,士林,1,二氧化硫,SO2,ppb,202510,1
11,士林,2,一氧化碳,CO,ppm,202510,0.18
11,士林,3,臭氧,O3,ppb,202510,29
11,士林,4,懸浮微粒,PM10,μg/m3,202510,15
11,士林,5,氮氧化物,NOx,ppb,202510,8.5
11,士林,6,一氧化氮,NO,ppb,202510,1.4
11,士林,7,二氧化氮,NO2,ppb,202510,7
11,士林,10,風速,WIND_SPEED,m/sec,202510,1.6
11,士林,14,溫度,AMB_TEMP,℃,202510,27.8
11,士林,33,細懸浮微粒,PM2.5,μg/m3,202510,7
11,士林,38,相對濕度,RH,%,202510,75
11,士林,143,小時風速值,WS_HR,m/sec,202510,0.9
12,中山,1,二氧化硫,SO2,ppb,202510,0.8
12,中山,2,一氧化碳,CO,ppm,202510,0.27
12,中山,3,臭氧,O3,ppb,202510,24
12,中山,4,懸浮微粒,PM10,μg/m3,202510,16
12,中山,5,氮氧化物,NOx,ppb,202510,15.4
12,中山,6,一氧化氮,NO,ppb,202510,3.2
12,中山,7,二氧化氮,NO2,ppb,202510,12
12,中山,8,總碳氫化物,THC,ppm,202510,2.06
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.05
12,中山,10,風速,WIND_SPEED,m/sec,202510,1.9
12,中山,14,溫度,AMB_TEMP,℃,202510,27.8
12,中山,31,甲烷,CH4,ppm,202510,2
12,中山,33,細懸浮微粒,PM2.5,μg/m3,202510,9.5
12,中山,38,相對濕度,RH,%,202510,68
12,中山,143,小時風速值,WS_HR,m/sec,202510,1.5
13,萬華,1,二氧化硫,SO2,ppb,202510,0.9
13,萬華,2,一氧化碳,CO,ppm,202510,0.25
13,萬華,3,臭氧,O3,ppb,202510,24
13,萬華,4,懸浮微粒,PM10,μg/m3,202510,16
13,萬華,5,氮氧化物,NOx,ppb,202510,14.7
13,萬華,6,一氧化氮,NO,ppb,202510,2.2
13,萬華,7,二氧化氮,NO2,ppb,202510,12
13,萬華,8,總碳氫化物,THC,ppm,202510,2.16
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.03
13,萬華,10,風速,WIND_SPEED,m/sec,202510,1.8
13,萬華,14,溫度,AMB_TEMP,℃,202510,27.7
13,萬華,31,甲烷,CH4,ppm,202510,2.12
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202510,7
13,萬華,38,相對濕度,RH,%,202510,73
13,萬華,143,小時風速值,WS_HR,m/sec,202510,1.5
14,古亭,1,二氧化硫,SO2,ppb,202510,1.1
14,古亭,2,一氧化碳,CO,ppm,202510,0.17
14,古亭,3,臭氧,O3,ppb,202510,28
14,古亭,4,懸浮微粒,PM10,μg/m3,202510,15
14,古亭,5,氮氧化物,NOx,ppb,202510,8.7
14,古亭,6,一氧化氮,NO,ppb,202510,1.4
14,古亭,7,二氧化氮,NO2,ppb,202510,7
14,古亭,8,總碳氫化物,THC,ppm,202510,2.04
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.03
14,古亭,10,風速,WIND_SPEED,m/sec,202510,1.2
14,古亭,14,溫度,AMB_TEMP,℃,202510,27.6
14,古亭,31,甲烷,CH4,ppm,202510,2
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,202510,6.7
14,古亭,38,相對濕度,RH,%,202510,76
14,古亭,143,小時風速值,WS_HR,m/sec,202510,0.8
15,松山,1,二氧化硫,SO2,ppb,202510,0.9
15,松山,2,一氧化碳,CO,ppm,202510,0.19
15,松山,3,臭氧,O3,ppb,202510,24
15,松山,4,懸浮微粒,PM10,μg/m3,202510,16
15,松山,5,氮氧化物,NOx,ppb,202510,15.2
15,松山,6,一氧化氮,NO,ppb,202510,3.4
15,松山,7,二氧化氮,NO2,ppb,202510,11
15,松山,8,總碳氫化物,THC,ppm,202510,2
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.04
15,松山,10,風速,WIND_SPEED,m/sec,202510,1.7
15,松山,14,溫度,AMB_TEMP,℃,202510,27.3
15,松山,31,甲烷,CH4,ppm,202510,1.95
15,松山,33,細懸浮微粒,PM2.5,μg/m3,202510,7.9
15,松山,38,相對濕度,RH,%,202510,73
15,松山,143,小時風速值,WS_HR,m/sec,202510,1.3
16,大同,1,二氧化硫,SO2,ppb,202510,0.7
16,大同,2,一氧化碳,CO,ppm,202510,0.6
16,大同,3,臭氧,O3,ppb,202510,18
16,大同,4,懸浮微粒,PM10,μg/m3,202510,19
16,大同,5,氮氧化物,NOx,ppb,202510,34.9
16,大同,6,一氧化氮,NO,ppb,202510,16.3
16,大同,7,二氧化氮,NO2,ppb,202510,18
16,大同,8,總碳氫化物,THC,ppm,202510,2.25
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.16
16,大同,10,風速,WIND_SPEED,m/sec,202510,
16,大同,14,溫度,AMB_TEMP,℃,202510,
16,大同,31,甲烷,CH4,ppm,202510,2.09
16,大同,33,細懸浮微粒,PM2.5,μg/m3,202510,10.8
16,大同,38,相對濕度,RH,%,202510,75
16,大同,143,小時風速值,WS_HR,m/sec,202510,
17,桃園,1,二氧化硫,SO2,ppb,202510,0.8
17,桃園,2,一氧化碳,CO,ppm,202510,0.24
17,桃園,3,臭氧,O3,ppb,202510,28
17,桃園,4,懸浮微粒,PM10,μg/m3,202510,15
17,桃園,5,氮氧化物,NOx,ppb,202510,11.4
17,桃園,6,一氧化氮,NO,ppb,202510,1.4
17,桃園,7,二氧化氮,NO2,ppb,202510,9
17,桃園,8,總碳氫化物,THC,ppm,202510,2.16
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.07
17,桃園,10,風速,WIND_SPEED,m/sec,202510,2.2
17,桃園,14,溫度,AMB_TEMP,℃,202510,26.9
17,桃園,31,甲烷,CH4,ppm,202510,2.09
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,202510,7.5
17,桃園,38,相對濕度,RH,%,202510,74
17,桃園,143,小時風速值,WS_HR,m/sec,202510,1.8
18,大園,1,二氧化硫,SO2,ppb,202510,1.1
18,大園,2,一氧化碳,CO,ppm,202510,0.18
18,大園,3,臭氧,O3,ppb,202510,30
18,大園,4,懸浮微粒,PM10,μg/m3,202510,23
18,大園,5,氮氧化物,NOx,ppb,202510,12.6
18,大園,6,一氧化氮,NO,ppb,202510,1.9
18,大園,7,二氧化氮,NO2,ppb,202510,10
18,大園,10,風速,WIND_SPEED,m/sec,202510,4.3
18,大園,14,溫度,AMB_TEMP,℃,202510,27
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202510,8.5
18,大園,38,相對濕度,RH,%,202510,70
18,大園,143,小時風速值,WS_HR,m/sec,202510,4
19,觀音,1,二氧化硫,SO2,ppb,202510,1.2
19,觀音,2,一氧化碳,CO,ppm,202510,0.15
19,觀音,3,臭氧,O3,ppb,202510,32
19,觀音,4,懸浮微粒,PM10,μg/m3,202510,21
19,觀音,5,氮氧化物,NOx,ppb,202510,8.2
19,觀音,6,一氧化氮,NO,ppb,202510,1
19,觀音,7,二氧化氮,NO2,ppb,202510,7
19,觀音,10,風速,WIND_SPEED,m/sec,202510,4.5
19,觀音,14,溫度,AMB_TEMP,℃,202510,26.9
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202510,10.2
19,觀音,38,相對濕度,RH,%,202510,76
19,觀音,143,小時風速值,WS_HR,m/sec,202510,4.2
20,平鎮,1,二氧化硫,SO2,ppb,202510,0.5
20,平鎮,2,一氧化碳,CO,ppm,202510,0.24
20,平鎮,3,臭氧,O3,ppb,202510,31
20,平鎮,4,懸浮微粒,PM10,μg/m3,202510,18
20,平鎮,5,氮氧化物,NOx,ppb,202510,11.7
20,平鎮,6,一氧化氮,NO,ppb,202510,1.5
20,平鎮,7,二氧化氮,NO2,ppb,202510,10
20,平鎮,10,風速,WIND_SPEED,m/sec,202510,1.9
20,平鎮,14,溫度,AMB_TEMP,℃,202510,27.5
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202510,8.4
20,平鎮,38,相對濕度,RH,%,202510,76
20,平鎮,143,小時風速值,WS_HR,m/sec,202510,1.7
21,龍潭,1,二氧化硫,SO2,ppb,202510,1.2
21,龍潭,2,一氧化碳,CO,ppm,202510,0.19
21,龍潭,3,臭氧,O3,ppb,202510,33
21,龍潭,4,懸浮微粒,PM10,μg/m3,202510,16
21,龍潭,5,氮氧化物,NOx,ppb,202510,9.2
21,龍潭,6,一氧化氮,NO,ppb,202510,1.2
21,龍潭,7,二氧化氮,NO2,ppb,202510,7
21,龍潭,10,風速,WIND_SPEED,m/sec,202510,3.3
21,龍潭,14,溫度,AMB_TEMP,℃,202510,25.8
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202510,8.8
21,龍潭,38,相對濕度,RH,%,202510,81
21,龍潭,143,小時風速值,WS_HR,m/sec,202510,2.9
22,湖口,1,二氧化硫,SO2,ppb,202510,0.7
22,湖口,2,一氧化碳,CO,ppm,202510,0.18
22,湖口,3,臭氧,O3,ppb,202510,33
22,湖口,4,懸浮微粒,PM10,μg/m3,202510,20
22,湖口,5,氮氧化物,NOx,ppb,202510,8.2
22,湖口,6,一氧化氮,NO,ppb,202510,0.9
22,湖口,7,二氧化氮,NO2,ppb,202510,7
22,湖口,10,風速,WIND_SPEED,m/sec,202510,3.7
22,湖口,14,溫度,AMB_TEMP,℃,202510,27
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202510,8.2
22,湖口,38,相對濕度,RH,%,202510,75
22,湖口,143,小時風速值,WS_HR,m/sec,202510,3.3
23,竹東,1,二氧化硫,SO2,ppb,202510,0.5
23,竹東,2,一氧化碳,CO,ppm,202510,0.17
23,竹東,3,臭氧,O3,ppb,202510,35
23,竹東,4,懸浮微粒,PM10,μg/m3,202510,16
23,竹東,5,氮氧化物,NOx,ppb,202510,5.6
23,竹東,6,一氧化氮,NO,ppb,202510,0.8
23,竹東,7,二氧化氮,NO2,ppb,202510,4
23,竹東,10,風速,WIND_SPEED,m/sec,202510,2.8
23,竹東,14,溫度,AMB_TEMP,℃,202510,27.5
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202510,9.3
23,竹東,38,相對濕度,RH,%,202510,78
23,竹東,143,小時風速值,WS_HR,m/sec,202510,2.3
24,新竹,1,二氧化硫,SO2,ppb,202510,1.5
24,新竹,2,一氧化碳,CO,ppm,202510,0.22
24,新竹,3,臭氧,O3,ppb,202510,33
24,新竹,4,懸浮微粒,PM10,μg/m3,202510,18
24,新竹,5,氮氧化物,NOx,ppb,202510,9.8
24,新竹,6,一氧化氮,NO,ppb,202510,1
24,新竹,7,二氧化氮,NO2,ppb,202510,8
24,新竹,8,總碳氫化物,THC,ppm,202510,2.16
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.04
24,新竹,10,風速,WIND_SPEED,m/sec,202510,2.3
24,新竹,14,溫度,AMB_TEMP,℃,202510,28
24,新竹,31,甲烷,CH4,ppm,202510,2.11
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202510,8.2
24,新竹,38,相對濕度,RH,%,202510,74
24,新竹,143,小時風速值,WS_HR,m/sec,202510,1.9
25,頭份,1,二氧化硫,SO2,ppb,202510,1.4
25,頭份,2,一氧化碳,CO,ppm,202510,0.2
25,頭份,3,臭氧,O3,ppb,202510,33
25,頭份,4,懸浮微粒,PM10,μg/m3,202510,21
25,頭份,5,氮氧化物,NOx,ppb,202510,8.2
25,頭份,6,一氧化氮,NO,ppb,202510,1.5
25,頭份,7,二氧化氮,NO2,ppb,202510,6
25,頭份,8,總碳氫化物,THC,ppm,202510,1.98
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.03
25,頭份,10,風速,WIND_SPEED,m/sec,202510,2.4
25,頭份,14,溫度,AMB_TEMP,℃,202510,27.4
25,頭份,31,甲烷,CH4,ppm,202510,1.94
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202510,8.7
25,頭份,38,相對濕度,RH,%,202510,71
25,頭份,143,小時風速值,WS_HR,m/sec,202510,2
26,苗栗,1,二氧化硫,SO2,ppb,202510,1.5
26,苗栗,2,一氧化碳,CO,ppm,202510,0.18
26,苗栗,3,臭氧,O3,ppb,202510,34
26,苗栗,4,懸浮微粒,PM10,μg/m3,202510,17
26,苗栗,5,氮氧化物,NOx,ppb,202510,7.5
26,苗栗,6,一氧化氮,NO,ppb,202510,1.4
26,苗栗,7,二氧化氮,NO2,ppb,202510,6
26,苗栗,10,風速,WIND_SPEED,m/sec,202510,2.6
26,苗栗,14,溫度,AMB_TEMP,℃,202510,27.2
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202510,9.6
26,苗栗,38,相對濕度,RH,%,202510,74
26,苗栗,143,小時風速值,WS_HR,m/sec,202510,2.3
27,三義,1,二氧化硫,SO2,ppb,202510,0.9
27,三義,2,一氧化碳,CO,ppm,202510,0.18
27,三義,3,臭氧,O3,ppb,202510,34
27,三義,4,懸浮微粒,PM10,μg/m3,202510,17
27,三義,5,氮氧化物,NOx,ppb,202510,5.6
27,三義,6,一氧化氮,NO,ppb,202510,1
27,三義,7,二氧化氮,NO2,ppb,202510,4
27,三義,10,風速,WIND_SPEED,m/sec,202510,3.1
27,三義,14,溫度,AMB_TEMP,℃,202510,24.8
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202510,10.1
27,三義,38,相對濕度,RH,%,202510,79
27,三義,143,小時風速值,WS_HR,m/sec,202510,2.9
28,豐原,1,二氧化硫,SO2,ppb,202510,1
28,豐原,2,一氧化碳,CO,ppm,202510,0.23
28,豐原,3,臭氧,O3,ppb,202510,36
28,豐原,4,懸浮微粒,PM10,μg/m3,202510,21
28,豐原,5,氮氧化物,NOx,ppb,202510,7.8
28,豐原,6,一氧化氮,NO,ppb,202510,1.1
28,豐原,7,二氧化氮,NO2,ppb,202510,6
28,豐原,8,總碳氫化物,THC,ppm,202510,2.09
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.07
28,豐原,10,風速,WIND_SPEED,m/sec,202510,1.6
28,豐原,14,溫度,AMB_TEMP,℃,202510,26.5
28,豐原,31,甲烷,CH4,ppm,202510,2
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202510,11.7
28,豐原,38,相對濕度,RH,%,202510,78
28,豐原,143,小時風速值,WS_HR,m/sec,202510,1.1
29,沙鹿,1,二氧化硫,SO2,ppb,202510,0.9
29,沙鹿,2,一氧化碳,CO,ppm,202510,0.22
29,沙鹿,3,臭氧,O3,ppb,202510,36
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202510,27
29,沙鹿,5,氮氧化物,NOx,ppb,202510,9.7
29,沙鹿,6,一氧化氮,NO,ppb,202510,1
29,沙鹿,7,二氧化氮,NO2,ppb,202510,8
29,沙鹿,10,風速,WIND_SPEED,m/sec,202510,2.7
29,沙鹿,14,溫度,AMB_TEMP,℃,202510,27.7
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202510,13.7
29,沙鹿,38,相對濕度,RH,%,202510,74
29,沙鹿,143,小時風速值,WS_HR,m/sec,202510,0.7
30,大里,1,二氧化硫,SO2,ppb,202510,1.2
30,大里,2,一氧化碳,CO,ppm,202510,0.28
30,大里,3,臭氧,O3,ppb,202510,35
30,大里,4,懸浮微粒,PM10,μg/m3,202510,27
30,大里,5,氮氧化物,NOx,ppb,202510,10.6
30,大里,6,一氧化氮,NO,ppb,202510,1.4
30,大里,7,二氧化氮,NO2,ppb,202510,9
30,大里,8,總碳氫化物,THC,ppm,202510,2.18
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.08
30,大里,10,風速,WIND_SPEED,m/sec,202510,1.8
30,大里,14,溫度,AMB_TEMP,℃,202510,28.3
30,大里,31,甲烷,CH4,ppm,202510,2.09
30,大里,33,細懸浮微粒,PM2.5,μg/m3,202510,13.9
30,大里,38,相對濕度,RH,%,202510,74
30,大里,143,小時風速值,WS_HR,m/sec,202510,1.4
31,忠明,1,二氧化硫,SO2,ppb,202510,1.4
31,忠明,2,一氧化碳,CO,ppm,202510,0.28
31,忠明,3,臭氧,O3,ppb,202510,35
31,忠明,4,懸浮微粒,PM10,μg/m3,202510,24
31,忠明,5,氮氧化物,NOx,ppb,202510,12.2
31,忠明,6,一氧化氮,NO,ppb,202510,1.8
31,忠明,7,二氧化氮,NO2,ppb,202510,10
31,忠明,8,總碳氫化物,THC,ppm,202510,2.1
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.06
31,忠明,10,風速,WIND_SPEED,m/sec,202510,1.6
31,忠明,14,溫度,AMB_TEMP,℃,202510,28.4
31,忠明,31,甲烷,CH4,ppm,202510,2.02
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202510,14.1
31,忠明,38,相對濕度,RH,%,202510,71
31,忠明,143,小時風速值,WS_HR,m/sec,202510,1.1
32,西屯,1,二氧化硫,SO2,ppb,202510,1.4
32,西屯,2,一氧化碳,CO,ppm,202510,0.23
32,西屯,3,臭氧,O3,ppb,202510,34
32,西屯,4,懸浮微粒,PM10,μg/m3,202510,28
32,西屯,5,氮氧化物,NOx,ppb,202510,13.9
32,西屯,6,一氧化氮,NO,ppb,202510,1.9
32,西屯,7,二氧化氮,NO2,ppb,202510,11
32,西屯,8,總碳氫化物,THC,ppm,202510,2.13
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.07
32,西屯,10,風速,WIND_SPEED,m/sec,202510,2.4
32,西屯,14,溫度,AMB_TEMP,℃,202510,28
32,西屯,31,甲烷,CH4,ppm,202510,2.06
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202510,14.1
32,西屯,38,相對濕度,RH,%,202510,78
32,西屯,143,小時風速值,WS_HR,m/sec,202510,2.1
33,彰化,1,二氧化硫,SO2,ppb,202510,1.5
33,彰化,2,一氧化碳,CO,ppm,202510,0.25
33,彰化,3,臭氧,O3,ppb,202510,34
33,彰化,4,懸浮微粒,PM10,μg/m3,202510,27
33,彰化,5,氮氧化物,NOx,ppb,202510,10.4
33,彰化,6,一氧化氮,NO,ppb,202510,1.4
33,彰化,7,二氧化氮,NO2,ppb,202510,9
33,彰化,8,總碳氫化物,THC,ppm,202510,2.13
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.07
33,彰化,10,風速,WIND_SPEED,m/sec,202510,2.4
33,彰化,14,溫度,AMB_TEMP,℃,202510,28.5
33,彰化,31,甲烷,CH4,ppm,202510,2.04
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202510,14.1
33,彰化,38,相對濕度,RH,%,202510,70
33,彰化,143,小時風速值,WS_HR,m/sec,202510,2
34,線西,1,二氧化硫,SO2,ppb,202510,1.3
34,線西,2,一氧化碳,CO,ppm,202510,0.21
34,線西,3,臭氧,O3,ppb,202510,36
34,線西,4,懸浮微粒,PM10,μg/m3,202510,32
34,線西,5,氮氧化物,NOx,ppb,202510,9
34,線西,6,一氧化氮,NO,ppb,202510,1
34,線西,7,二氧化氮,NO2,ppb,202510,7
34,線西,8,總碳氫化物,THC,ppm,202510,2.02
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.04
34,線西,10,風速,WIND_SPEED,m/sec,202510,3.9
34,線西,14,溫度,AMB_TEMP,℃,202510,27.6
34,線西,31,甲烷,CH4,ppm,202510,1.97
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202510,13.1
34,線西,38,相對濕度,RH,%,202510,77
34,線西,143,小時風速值,WS_HR,m/sec,202510,3.5
35,二林,1,二氧化硫,SO2,ppb,202510,1.1
35,二林,2,一氧化碳,CO,ppm,202510,0.21
35,二林,3,臭氧,O3,ppb,202510,32
35,二林,4,懸浮微粒,PM10,μg/m3,202510,40
35,二林,5,氮氧化物,NOx,ppb,202510,6.6
35,二林,6,一氧化氮,NO,ppb,202510,1.1
35,二林,7,二氧化氮,NO2,ppb,202510,5
35,二林,8,總碳氫化物,THC,ppm,202510,2.14
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.03
35,二林,10,風速,WIND_SPEED,m/sec,202510,2.4
35,二林,14,溫度,AMB_TEMP,℃,202510,27.9
35,二林,31,甲烷,CH4,ppm,202510,2.1
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202510,15.6
35,二林,38,相對濕度,RH,%,202510,79
35,二林,143,小時風速值,WS_HR,m/sec,202510,2.2
36,南投,1,二氧化硫,SO2,ppb,202510,1.4
36,南投,2,一氧化碳,CO,ppm,202510,0.24
36,南投,3,臭氧,O3,ppb,202510,34
36,南投,4,懸浮微粒,PM10,μg/m3,202510,28
36,南投,5,氮氧化物,NOx,ppb,202510,9.4
36,南投,6,一氧化氮,NO,ppb,202510,1.1
36,南投,7,二氧化氮,NO2,ppb,202510,8
36,南投,8,總碳氫化物,THC,ppm,202510,2.09
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,202510,0.05
