siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
6,板橋,3,臭氧,O3,ppb,202509,20
6,板橋,4,懸浮微粒,PM10,μg/m3,202509,13
6,板橋,5,氮氧化物,NOx,ppb,202509,12.6
6,板橋,6,一氧化氮,NO,ppb,202509,2.5
6,板橋,7,二氧化氮,NO2,ppb,202509,9
6,板橋,8,總碳氫化物,THC,ppm,202509,2.04
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.06
6,板橋,10,風速,WIND_SPEED,m/sec,202509,1.7
6,板橋,14,溫度,AMB_TEMP,℃,202509,30.4
6,板橋,31,甲烷,CH4,ppm,202509,1.99
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,202509,6.7
6,板橋,38,相對濕度,RH,%,202509,68
6,板橋,143,小時風速值,WS_HR,m/sec,202509,1.3
7,新莊,1,二氧化硫,SO2,ppb,202509,0.5
7,新莊,2,一氧化碳,CO,ppm,202509,0.19
7,新莊,3,臭氧,O3,ppb,202509,20
7,新莊,4,懸浮微粒,PM10,μg/m3,202509,20
7,新莊,5,氮氧化物,NOx,ppb,202509,10.5
7,新莊,6,一氧化氮,NO,ppb,202509,1.8
7,新莊,7,二氧化氮,NO2,ppb,202509,8
7,新莊,10,風速,WIND_SPEED,m/sec,202509,2.5
7,新莊,14,溫度,AMB_TEMP,℃,202509,30.1
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,202509,7.7
7,新莊,38,相對濕度,RH,%,202509,73
7,新莊,143,小時風速值,WS_HR,m/sec,202509,2.2
8,菜寮,1,二氧化硫,SO2,ppb,202509,0.8
8,菜寮,2,一氧化碳,CO,ppm,202509,0.24
8,菜寮,3,臭氧,O3,ppb,202509,19
8,菜寮,4,懸浮微粒,PM10,μg/m3,202509,17
8,菜寮,5,氮氧化物,NOx,ppb,202509,12.2
8,菜寮,6,一氧化氮,NO,ppb,202509,2.3
8,菜寮,7,二氧化氮,NO2,ppb,202509,9
8,菜寮,10,風速,WIND_SPEED,m/sec,202509,2.4
8,菜寮,14,溫度,AMB_TEMP,℃,202509,30.9
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,202509,6.5
8,菜寮,38,相對濕度,RH,%,202509,69
8,菜寮,143,小時風速值,WS_HR,m/sec,202509,2.1
9,林口,1,二氧化硫,SO2,ppb,202509,0.8
9,林口,2,一氧化碳,CO,ppm,202509,0.17
9,林口,3,臭氧,O3,ppb,202509,22
9,林口,4,懸浮微粒,PM10,μg/m3,202509,13
9,林口,5,氮氧化物,NOx,ppb,202509,11.2
9,林口,6,一氧化氮,NO,ppb,202509,2.5
9,林口,7,二氧化氮,NO2,ppb,202509,8
9,林口,10,風速,WIND_SPEED,m/sec,202509,2.1
9,林口,14,溫度,AMB_TEMP,℃,202509,28.1
9,林口,33,細懸浮微粒,PM2.5,μg/m3,202509,7.8
9,林口,38,相對濕度,RH,%,202509,78
9,林口,143,小時風速值,WS_HR,m/sec,202509,1.7
10,淡水,1,二氧化硫,SO2,ppb,202509,1
10,淡水,2,一氧化碳,CO,ppm,202509,0.19
10,淡水,3,臭氧,O3,ppb,202509,20
10,淡水,4,懸浮微粒,PM10,μg/m3,202509,24
10,淡水,5,氮氧化物,NOx,ppb,202509,8.5
10,淡水,6,一氧化氮,NO,ppb,202509,2.2
10,淡水,7,二氧化氮,NO2,ppb,202509,6
10,淡水,10,風速,WIND_SPEED,m/sec,202509,2.2
10,淡水,14,溫度,AMB_TEMP,℃,202509,29.5
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,202509,6.5
10,淡水,38,相對濕度,RH,%,202509,72
11,士林,1,二氧化硫,SO2,ppb,202509,0.9
11,士林,2,一氧化碳,CO,ppm,202509,0.16
11,士林,3,臭氧,O3,ppb,202509,19
11,士林,4,懸浮微粒,PM10,μg/m3,202509,13
11,士林,5,氮氧化物,NOx,ppb,202509,7.9
11,士林,6,一氧化氮,NO,ppb,202509,1.5
11,士林,7,二氧化氮,NO2,ppb,202509,6
11,士林,10,風速,WIND_SPEED,m/sec,202509,1.8
11,士林,14,溫度,AMB_TEMP,℃,202509,30.6
11,士林,33,細懸浮微粒,PM2.5,μg/m3,202509,6.3
11,士林,38,相對濕度,RH,%,202509,70
11,士林,143,小時風速值,WS_HR,m/sec,202509,1.2
12,中山,1,二氧化硫,SO2,ppb,202509,0.7
12,中山,2,一氧化碳,CO,ppm,202509,0.28
12,中山,3,臭氧,O3,ppb,202509,15
12,中山,4,懸浮微粒,PM10,μg/m3,202509,14
12,中山,5,氮氧化物,NOx,ppb,202509,15.3
12,中山,6,一氧化氮,NO,ppb,202509,4.3
12,中山,7,二氧化氮,NO2,ppb,202509,11
12,中山,8,總碳氫化物,THC,ppm,202509,2.04
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.07
12,中山,10,風速,WIND_SPEED,m/sec,202509,2.1
12,中山,14,溫度,AMB_TEMP,℃,202509,30.7
12,中山,31,甲烷,CH4,ppm,202509,1.96
12,中山,33,細懸浮微粒,PM2.5,μg/m3,202509,8.7
12,中山,38,相對濕度,RH,%,202509,60
12,中山,143,小時風速值,WS_HR,m/sec,202509,1.7
13,萬華,1,二氧化硫,SO2,ppb,202509,0.9
13,萬華,2,一氧化碳,CO,ppm,202509,0.24
13,萬華,3,臭氧,O3,ppb,202509,16
13,萬華,4,懸浮微粒,PM10,μg/m3,202509,15
13,萬華,5,氮氧化物,NOx,ppb,202509,14
13,萬華,6,一氧化氮,NO,ppb,202509,3.1
13,萬華,7,二氧化氮,NO2,ppb,202509,10
13,萬華,8,總碳氫化物,THC,ppm,202509,2.11
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.05
13,萬華,10,風速,WIND_SPEED,m/sec,202509,1.7
13,萬華,14,溫度,AMB_TEMP,℃,202509,30.8
13,萬華,31,甲烷,CH4,ppm,202509,2.04
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202509,6.5
13,萬華,38,相對濕度,RH,%,202509,66
13,萬華,143,小時風速值,WS_HR,m/sec,202509,1.3
14,古亭,1,二氧化硫,SO2,ppb,202509,1.1
14,古亭,2,一氧化碳,CO,ppm,202509,0.15
14,古亭,3,臭氧,O3,ppb,202509,18
14,古亭,4,懸浮微粒,PM10,μg/m3,202509,13
14,古亭,5,氮氧化物,NOx,ppb,202509,8.8
14,古亭,6,一氧化氮,NO,ppb,202509,1.9
14,古亭,7,二氧化氮,NO2,ppb,202509,6
14,古亭,8,總碳氫化物,THC,ppm,202509,1.95
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.03
14,古亭,10,風速,WIND_SPEED,m/sec,202509,1.6
14,古亭,14,溫度,AMB_TEMP,℃,202509,30.4
14,古亭,31,甲烷,CH4,ppm,202509,1.91
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,202509,5.4
14,古亭,38,相對濕度,RH,%,202509,70
14,古亭,143,小時風速值,WS_HR,m/sec,202509,1.1
15,松山,1,二氧化硫,SO2,ppb,202509,0.8
15,松山,2,一氧化碳,CO,ppm,202509,0.19
15,松山,3,臭氧,O3,ppb,202509,15
15,松山,4,懸浮微粒,PM10,μg/m3,202509,14
15,松山,5,氮氧化物,NOx,ppb,202509,15.5
15,松山,6,一氧化氮,NO,ppb,202509,4.8
15,松山,7,二氧化氮,NO2,ppb,202509,10
15,松山,8,總碳氫化物,THC,ppm,202509,2
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.06
15,松山,10,風速,WIND_SPEED,m/sec,202509,1.5
15,松山,14,溫度,AMB_TEMP,℃,202509,30.4
15,松山,31,甲烷,CH4,ppm,202509,1.95
15,松山,33,細懸浮微粒,PM2.5,μg/m3,202509,7
15,松山,38,相對濕度,RH,%,202509,66
15,松山,143,小時風速值,WS_HR,m/sec,202509,1.1
16,大同,1,二氧化硫,SO2,ppb,202509,0.6
16,大同,2,一氧化碳,CO,ppm,202509,0.71
16,大同,3,臭氧,O3,ppb,202509,11
16,大同,4,懸浮微粒,PM10,μg/m3,202509,18
16,大同,5,氮氧化物,NOx,ppb,202509,38.3
16,大同,6,一氧化氮,NO,ppb,202509,21.2
16,大同,7,二氧化氮,NO2,ppb,202509,16
16,大同,8,總碳氫化物,THC,ppm,202509,2.24
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.2
16,大同,10,風速,WIND_SPEED,m/sec,202509,
16,大同,14,溫度,AMB_TEMP,℃,202509,
16,大同,31,甲烷,CH4,ppm,202509,2.04
16,大同,33,細懸浮微粒,PM2.5,μg/m3,202509,11.2
16,大同,38,相對濕度,RH,%,202509,66
16,大同,143,小時風速值,WS_HR,m/sec,202509,
17,桃園,1,二氧化硫,SO2,ppb,202509,0.9
17,桃園,2,一氧化碳,CO,ppm,202509,0.23
17,桃園,3,臭氧,O3,ppb,202509,23
17,桃園,4,懸浮微粒,PM10,μg/m3,202509,16
17,桃園,5,氮氧化物,NOx,ppb,202509,12.3
17,桃園,6,一氧化氮,NO,ppb,202509,2
17,桃園,7,二氧化氮,NO2,ppb,202509,10
17,桃園,8,總碳氫化物,THC,ppm,202509,2.11
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.08
17,桃園,10,風速,WIND_SPEED,m/sec,202509,1.6
17,桃園,14,溫度,AMB_TEMP,℃,202509,29.8
17,桃園,31,甲烷,CH4,ppm,202509,2.02
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,202509,7.5
17,桃園,38,相對濕度,RH,%,202509,69
17,桃園,143,小時風速值,WS_HR,m/sec,202509,1.3
18,大園,1,二氧化硫,SO2,ppb,202509,1.1
18,大園,2,一氧化碳,CO,ppm,202509,0.18
18,大園,3,臭氧,O3,ppb,202509,22
18,大園,4,懸浮微粒,PM10,μg/m3,202509,20
18,大園,5,氮氧化物,NOx,ppb,202509,12.1
18,大園,6,一氧化氮,NO,ppb,202509,2.2
18,大園,7,二氧化氮,NO2,ppb,202509,9
18,大園,10,風速,WIND_SPEED,m/sec,202509,2.8
18,大園,14,溫度,AMB_TEMP,℃,202509,29.7
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202509,8
18,大園,38,相對濕度,RH,%,202509,66
18,大園,143,小時風速值,WS_HR,m/sec,202509,2.5
19,觀音,1,二氧化硫,SO2,ppb,202509,1.3
19,觀音,2,一氧化碳,CO,ppm,202509,0.14
19,觀音,3,臭氧,O3,ppb,202509,24
19,觀音,4,懸浮微粒,PM10,μg/m3,202509,16
19,觀音,5,氮氧化物,NOx,ppb,202509,10.2
19,觀音,6,一氧化氮,NO,ppb,202509,1.4
19,觀音,7,二氧化氮,NO2,ppb,202509,8
19,觀音,10,風速,WIND_SPEED,m/sec,202509,2.3
19,觀音,14,溫度,AMB_TEMP,℃,202509,29.7
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202509,9.4
19,觀音,38,相對濕度,RH,%,202509,73
19,觀音,143,小時風速值,WS_HR,m/sec,202509,2
20,平鎮,1,二氧化硫,SO2,ppb,202509,0.5
20,平鎮,2,一氧化碳,CO,ppm,202509,0.22
20,平鎮,3,臭氧,O3,ppb,202509,25
20,平鎮,4,懸浮微粒,PM10,μg/m3,202509,19
20,平鎮,5,氮氧化物,NOx,ppb,202509,11.5
20,平鎮,6,一氧化氮,NO,ppb,202509,1.9
20,平鎮,7,二氧化氮,NO2,ppb,202509,9
20,平鎮,10,風速,WIND_SPEED,m/sec,202509,1.2
20,平鎮,14,溫度,AMB_TEMP,℃,202509,30.2
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202509,9.5
20,平鎮,38,相對濕度,RH,%,202509,73
20,平鎮,143,小時風速值,WS_HR,m/sec,202509,1
21,龍潭,1,二氧化硫,SO2,ppb,202509,1.3
21,龍潭,2,一氧化碳,CO,ppm,202509,0.2
21,龍潭,3,臭氧,O3,ppb,202509,26
21,龍潭,4,懸浮微粒,PM10,μg/m3,202509,19
21,龍潭,5,氮氧化物,NOx,ppb,202509,9.5
21,龍潭,6,一氧化氮,NO,ppb,202509,1.2
21,龍潭,7,二氧化氮,NO2,ppb,202509,8
21,龍潭,10,風速,WIND_SPEED,m/sec,202509,1.9
21,龍潭,14,溫度,AMB_TEMP,℃,202509,28.2
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202509,12.1
21,龍潭,38,相對濕度,RH,%,202509,82
21,龍潭,143,小時風速值,WS_HR,m/sec,202509,1.7
22,湖口,1,二氧化硫,SO2,ppb,202509,0.8
22,湖口,2,一氧化碳,CO,ppm,202509,0.18
22,湖口,3,臭氧,O3,ppb,202509,27
22,湖口,4,懸浮微粒,PM10,μg/m3,202509,20
22,湖口,5,氮氧化物,NOx,ppb,202509,9.6
22,湖口,6,一氧化氮,NO,ppb,202509,1.2
22,湖口,7,二氧化氮,NO2,ppb,202509,8
22,湖口,10,風速,WIND_SPEED,m/sec,202509,2
22,湖口,14,溫度,AMB_TEMP,℃,202509,29.5
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202509,10.3
22,湖口,38,相對濕度,RH,%,202509,73
22,湖口,143,小時風速值,WS_HR,m/sec,202509,1.7
23,竹東,1,二氧化硫,SO2,ppb,202509,0.6
23,竹東,2,一氧化碳,CO,ppm,202509,0.17
23,竹東,3,臭氧,O3,ppb,202509,23
23,竹東,4,懸浮微粒,PM10,μg/m3,202509,19
23,竹東,5,氮氧化物,NOx,ppb,202509,6.2
23,竹東,6,一氧化氮,NO,ppb,202509,1.1
23,竹東,7,二氧化氮,NO2,ppb,202509,5
23,竹東,10,風速,WIND_SPEED,m/sec,202509,1.6
23,竹東,14,溫度,AMB_TEMP,℃,202509,29.1
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202509,10.9
23,竹東,38,相對濕度,RH,%,202509,82
23,竹東,143,小時風速值,WS_HR,m/sec,202509,1.3
24,新竹,1,二氧化硫,SO2,ppb,202509,1.6
24,新竹,2,一氧化碳,CO,ppm,202509,0.22
24,新竹,3,臭氧,O3,ppb,202509,25
24,新竹,4,懸浮微粒,PM10,μg/m3,202509,17
24,新竹,5,氮氧化物,NOx,ppb,202509,11.3
24,新竹,6,一氧化氮,NO,ppb,202509,1.6
24,新竹,7,二氧化氮,NO2,ppb,202509,9
24,新竹,8,總碳氫化物,THC,ppm,202509,2.14
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.05
24,新竹,10,風速,WIND_SPEED,m/sec,202509,1.4
24,新竹,14,溫度,AMB_TEMP,℃,202509,29.9
24,新竹,31,甲烷,CH4,ppm,202509,2.08
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202509,10
24,新竹,38,相對濕度,RH,%,202509,77
24,新竹,143,小時風速值,WS_HR,m/sec,202509,1.1
25,頭份,1,二氧化硫,SO2,ppb,202509,1.4
25,頭份,2,一氧化碳,CO,ppm,202509,0.18
25,頭份,3,臭氧,O3,ppb,202509,26
25,頭份,4,懸浮微粒,PM10,μg/m3,202509,22
25,頭份,5,氮氧化物,NOx,ppb,202509,6.8
25,頭份,6,一氧化氮,NO,ppb,202509,1.7
25,頭份,7,二氧化氮,NO2,ppb,202509,5
25,頭份,8,總碳氫化物,THC,ppm,202509,1.93
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.03
25,頭份,10,風速,WIND_SPEED,m/sec,202509,1.8
25,頭份,14,溫度,AMB_TEMP,℃,202509,29.5
25,頭份,31,甲烷,CH4,ppm,202509,1.89
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202509,11
25,頭份,38,相對濕度,RH,%,202509,73
25,頭份,143,小時風速值,WS_HR,m/sec,202509,1.5
26,苗栗,1,二氧化硫,SO2,ppb,202509,1.4
26,苗栗,2,一氧化碳,CO,ppm,202509,0.18
26,苗栗,3,臭氧,O3,ppb,202509,29
26,苗栗,4,懸浮微粒,PM10,μg/m3,202509,16
26,苗栗,5,氮氧化物,NOx,ppb,202509,7.2
26,苗栗,6,一氧化氮,NO,ppb,202509,1.5
26,苗栗,7,二氧化氮,NO2,ppb,202509,5
26,苗栗,10,風速,WIND_SPEED,m/sec,202509,1.7
26,苗栗,14,溫度,AMB_TEMP,℃,202509,29.4
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202509,10
26,苗栗,38,相對濕度,RH,%,202509,74
26,苗栗,143,小時風速值,WS_HR,m/sec,202509,1.4
27,三義,1,二氧化硫,SO2,ppb,202509,1
27,三義,2,一氧化碳,CO,ppm,202509,0.17
27,三義,3,臭氧,O3,ppb,202509,25
27,三義,4,懸浮微粒,PM10,μg/m3,202509,19
27,三義,5,氮氧化物,NOx,ppb,202509,5.4
27,三義,6,一氧化氮,NO,ppb,202509,1.4
27,三義,7,二氧化氮,NO2,ppb,202509,4
27,三義,10,風速,WIND_SPEED,m/sec,202509,1.3
27,三義,14,溫度,AMB_TEMP,℃,202509,26.8
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202509,10.2
27,三義,38,相對濕度,RH,%,202509,80
27,三義,143,小時風速值,WS_HR,m/sec,202509,1.1
28,豐原,1,二氧化硫,SO2,ppb,202509,1
28,豐原,2,一氧化碳,CO,ppm,202509,0.22
28,豐原,3,臭氧,O3,ppb,202509,27
28,豐原,4,懸浮微粒,PM10,μg/m3,202509,23
28,豐原,5,氮氧化物,NOx,ppb,202509,8.3
28,豐原,6,一氧化氮,NO,ppb,202509,1.5
28,豐原,7,二氧化氮,NO2,ppb,202509,6
28,豐原,8,總碳氫化物,THC,ppm,202509,2.06
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.09
28,豐原,10,風速,WIND_SPEED,m/sec,202509,1.5
28,豐原,14,溫度,AMB_TEMP,℃,202509,27.8
28,豐原,31,甲烷,CH4,ppm,202509,1.96
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202509,11.3
28,豐原,38,相對濕度,RH,%,202509,82
28,豐原,143,小時風速值,WS_HR,m/sec,202509,1.3
29,沙鹿,1,二氧化硫,SO2,ppb,202509,1
29,沙鹿,2,一氧化碳,CO,ppm,202509,0.21
29,沙鹿,3,臭氧,O3,ppb,202509,28
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202509,24
29,沙鹿,5,氮氧化物,NOx,ppb,202509,10.7
29,沙鹿,6,一氧化氮,NO,ppb,202509,1.5
29,沙鹿,7,二氧化氮,NO2,ppb,202509,9
29,沙鹿,10,風速,WIND_SPEED,m/sec,202509,1.5
29,沙鹿,14,溫度,AMB_TEMP,℃,202509,29.7
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202509,13.2
29,沙鹿,38,相對濕度,RH,%,202509,75
29,沙鹿,143,小時風速值,WS_HR,m/sec,202509,1
30,大里,1,二氧化硫,SO2,ppb,202509,1.2
30,大里,2,一氧化碳,CO,ppm,202509,0.26
30,大里,3,臭氧,O3,ppb,202509,26
30,大里,4,懸浮微粒,PM10,μg/m3,202509,24
30,大里,5,氮氧化物,NOx,ppb,202509,10.2
30,大里,6,一氧化氮,NO,ppb,202509,1.9
30,大里,7,二氧化氮,NO2,ppb,202509,8
30,大里,8,總碳氫化物,THC,ppm,202509,2.22
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.08
30,大里,10,風速,WIND_SPEED,m/sec,202509,1.2
30,大里,14,溫度,AMB_TEMP,℃,202509,29.4
30,大里,31,甲烷,CH4,ppm,202509,2.12
30,大里,33,細懸浮微粒,PM2.5,μg/m3,202509,14.5
30,大里,38,相對濕度,RH,%,202509,79
30,大里,143,小時風速值,WS_HR,m/sec,202509,0.9
31,忠明,1,二氧化硫,SO2,ppb,202509,1.4
31,忠明,2,一氧化碳,CO,ppm,202509,0.27
31,忠明,3,臭氧,O3,ppb,202509,26
31,忠明,4,懸浮微粒,PM10,μg/m3,202509,21
31,忠明,5,氮氧化物,NOx,ppb,202509,12.6
31,忠明,6,一氧化氮,NO,ppb,202509,2.5
31,忠明,7,二氧化氮,NO2,ppb,202509,9
31,忠明,8,總碳氫化物,THC,ppm,202509,2.1
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.07
31,忠明,10,風速,WIND_SPEED,m/sec,202509,1.2
31,忠明,14,溫度,AMB_TEMP,℃,202509,30.1
31,忠明,31,甲烷,CH4,ppm,202509,2.02
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,202509,13.6
31,忠明,38,相對濕度,RH,%,202509,71
31,忠明,143,小時風速值,WS_HR,m/sec,202509,0.9
32,西屯,1,二氧化硫,SO2,ppb,202509,1.4
32,西屯,2,一氧化碳,CO,ppm,202509,0.22
32,西屯,3,臭氧,O3,ppb,202509,24
32,西屯,4,懸浮微粒,PM10,μg/m3,202509,25
32,西屯,5,氮氧化物,NOx,ppb,202509,13.8
32,西屯,6,一氧化氮,NO,ppb,202509,3.1
32,西屯,7,二氧化氮,NO2,ppb,202509,10
32,西屯,8,總碳氫化物,THC,ppm,202509,2.12
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.07
32,西屯,10,風速,WIND_SPEED,m/sec,202509,1.4
32,西屯,14,溫度,AMB_TEMP,℃,202509,29.6
32,西屯,31,甲烷,CH4,ppm,202509,2.04
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202509,12.8
32,西屯,38,相對濕度,RH,%,202509,81
32,西屯,143,小時風速值,WS_HR,m/sec,202509,1.2
33,彰化,1,二氧化硫,SO2,ppb,202509,1.5
33,彰化,2,一氧化碳,CO,ppm,202509,0.21
33,彰化,3,臭氧,O3,ppb,202509,27
33,彰化,4,懸浮微粒,PM10,μg/m3,202509,24
33,彰化,5,氮氧化物,NOx,ppb,202509,8.2
33,彰化,6,一氧化氮,NO,ppb,202509,1.3
33,彰化,7,二氧化氮,NO2,ppb,202509,6
33,彰化,8,總碳氫化物,THC,ppm,202509,2.09
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.07
33,彰化,10,風速,WIND_SPEED,m/sec,202509,1.5
33,彰化,14,溫度,AMB_TEMP,℃,202509,30
33,彰化,31,甲烷,CH4,ppm,202509,2
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202509,12.9
33,彰化,38,相對濕度,RH,%,202509,73
33,彰化,143,小時風速值,WS_HR,m/sec,202509,1.1
34,線西,1,二氧化硫,SO2,ppb,202509,1.2
34,線西,2,一氧化碳,CO,ppm,202509,0.18
34,線西,3,臭氧,O3,ppb,202509,29
34,線西,4,懸浮微粒,PM10,μg/m3,202509,23
34,線西,5,氮氧化物,NOx,ppb,202509,7.7
34,線西,6,一氧化氮,NO,ppb,202509,1.2
34,線西,7,二氧化氮,NO2,ppb,202509,6
34,線西,8,總碳氫化物,THC,ppm,202509,2.04
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.05
34,線西,10,風速,WIND_SPEED,m/sec,202509,1.8
34,線西,14,溫度,AMB_TEMP,℃,202509,29.5
34,線西,31,甲烷,CH4,ppm,202509,1.98
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202509,11.8
34,線西,38,相對濕度,RH,%,202509,80
34,線西,143,小時風速值,WS_HR,m/sec,202509,1.5
35,二林,1,二氧化硫,SO2,ppb,202509,0.9
35,二林,2,一氧化碳,CO,ppm,202509,0.17
35,二林,3,臭氧,O3,ppb,202509,24
35,二林,4,懸浮微粒,PM10,μg/m3,202509,28
35,二林,5,氮氧化物,NOx,ppb,202509,6.1
35,二林,6,一氧化氮,NO,ppb,202509,1.2
35,二林,7,二氧化氮,NO2,ppb,202509,4
35,二林,8,總碳氫化物,THC,ppm,202509,2.16
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.03
35,二林,10,風速,WIND_SPEED,m/sec,202509,1.3
35,二林,14,溫度,AMB_TEMP,℃,202509,29.6
35,二林,31,甲烷,CH4,ppm,202509,2.12
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202509,13.1
35,二林,38,相對濕度,RH,%,202509,82
35,二林,143,小時風速值,WS_HR,m/sec,202509,1.1
36,南投,1,二氧化硫,SO2,ppb,202509,1
36,南投,2,一氧化碳,CO,ppm,202509,0.2
36,南投,3,臭氧,O3,ppb,202509,25
36,南投,4,懸浮微粒,PM10,μg/m3,202509,24
36,南投,5,氮氧化物,NOx,ppb,202509,7.4
36,南投,6,一氧化氮,NO,ppb,202509,1.2
36,南投,7,二氧化氮,NO2,ppb,202509,6
36,南投,8,總碳氫化物,THC,ppm,202509,2.04
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,202509,0.04
